Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-04-13,28.99,2021-05-21,30.06,2020-11-04-2021-03-29,25.95-30.44,Buy,28 days,3.69%,Rise by 1.93%,3.69%,
2021-05-25,30.17,2021-10-26,30.95,2020-11-04-2021-05-13,25.95-31.0,Buy,110 days,2.59%,Rise by 2.26%,6.28%,
2021-08-18,29.29,2021-08-18,29.29,2021-03-29-2021-07-20,28.91-29.99,Sell,0 days,-0.0%,Fall by 0%,6.28%,
2021-09-16,29.63,2021-10-26,30.95,2021-07-20-2021-08-30,28.57-30.12,Buy,28 days,4.45%,Rise by 2.26%,10.73%,
2021-10-28,30.07,2021-11-02,29.87,2021-08-30-2021-09-22,28.9-29.7,Sell,3 days,0.67%,Fall by 1.27%,11.4%,
2021-12-03,29.98,2022-04-27,33.34,2021-07-20-2021-11-15,28.57-31.75,Buy,103 days,11.21%,Rise by 3.63%,22.6%,
2021-12-16,29.7,2021-12-16,29.7,2021-09-22-2021-11-15,28.73-31.75,Buy,0 days,0.0%,Rise by 0%,22.6%,
2022-02-07,29.37,2022-02-07,29.37,2021-11-15-2022-01-21,29.59-31.49,Sell,0 days,-0.0%,Fall by 0%,22.6%,
2022-02-17,28.9,2022-02-23,29.59,2022-01-04-2022-01-21,29.59-30.68,Sell,4 days,-2.39%,Fall by -13.04%,20.22%,
2022-03-21,33.09,2022-03-29,31.99,2022-01-04-2022-02-18,29.23-30.68,Sell,6 days,3.32%,Fall by 0.44%,23.54%,
2022-05-16,33.45,2022-05-16,33.45,2022-02-18-2022-04-21,28.84-34.55,Buy,0 days,0.0%,Rise by 0%,23.54%,
2022-06-16,33.45,2022-06-16,33.45,2022-02-18-2022-06-06,28.84-34.55,Buy,0 days,0.0%,Rise by 0%,23.54%,
2022-07-26,31.03,2022-09-14,33.18,2022-04-21-2022-05-25,32.23-33.93,Sell,36 days,-6.93%,Fall by 5.82%,16.61%,
2022-08-05,31.84,2022-08-05,31.84,2022-04-21-2022-07-12,31.07-33.93,Sell,0 days,-0.0%,Fall by 0%,16.61%,
2022-10-04,31.63,2022-10-04,31.63,2022-07-12-2022-09-06,30.59-34.02,Buy,0 days,0.0%,Rise by 0%,16.61%,
2022-10-31,35.36,2022-11-16,33.89,2022-09-06-2022-09-30,31.27-33.63,Sell,12 days,4.16%,Fall by 7.82%,20.77%,
2022-11-22,33.5,2022-11-22,33.5,2022-09-30-2022-10-24,30.94-36.14,Buy,0 days,0.0%,Rise by 0%,20.77%,
2023-01-18,31.07,2023-01-23,32.12,2022-10-24-2022-12-15,31.69-35.45,Sell,3 days,-3.38%,Fall by 3.36%,17.39%,
2023-03-09,32.6,2023-03-09,32.6,2022-09-06-2023-01-19,31.71-33.63,Sell,0 days,-0.0%,Fall by 0%,17.39%,
2023-03-29,32.42,2023-03-29,32.42,2023-01-19-2023-03-03,30.82-33.78,Buy,0 days,0.0%,Rise by 0%,17.39%,
2023-04-06,31.87,2023-04-10,32.15,2023-03-03-2023-03-17,31.62-33.47,Sell,2 days,-0.88%,Fall by 1.24%,16.51%,
2023-06-05,32.62,2023-06-06,32.61,2023-04-17-2023-05-03,31.94-32.54,Sell,1 days,0.03%,Fall by 1.07%,16.54%,
2023-08-01,33.12,2023-08-02,33.3,2023-05-26-2023-06-28,32.47-33.24,Sell,1 days,-0.54%,Fall by 0.69%,16.0%,
2023-11-07,35.03,2023-11-07,35.03,2023-01-19-2023-10-19,30.82-35.37,Buy,0 days,0.0%,Rise by 0%,16.0%,
2024-01-26,32.5,2024-01-26,32.5,2023-05-26-2023-12-27,31.52-33.24,Sell,0 days,-0.0%,Fall by 0%,16.0%,
2024-05-03,33.16,2024-05-09,33.16,2024-03-04-2024-03-27,32.28-32.7,Sell,4 days,-0.0%,Fall by 1.84%,16.0%,
2024-06-18,32.79,2024-06-18,32.79,2023-12-27-2024-05-30,31.39-33.59,Buy,0 days,0.0%,Rise by 0%,16.0%,
2024-07-10,32.86,2024-07-10,32.86,2024-04-26-2024-06-14,32.63-33.36,Sell,0 days,-0.0%,Fall by 0%,16.0%,
2024-09-06,31.55,2024-09-09,31.67,2024-07-19-2024-08-05,31.66-32.91,Sell,1 days,-0.38%,Fall by -3.88%,15.62%,
2024-11-18,33.45,2024-11-18,33.45,2024-08-05-2024-11-06,30.91-33.57,Buy,0 days,0.0%,Rise by 0%,15.62%,
2024-12-27,33.05,2025-01-23,33.34,2024-11-06-2024-12-06,32.67-33.39,Sell,19 days,-0.88%,Fall by 0.6%,14.74%,
2025-03-06,32.68,2025-03-06,32.68,2024-12-06-2025-02-03,32.55-33.67,Buy,0 days,0.0%,Rise by 0%,14.74%,
2025-03-20,32.72,2025-03-20,32.72,2025-01-13-2025-03-04,32.63-33.36,Sell,0 days,-0.0%,Fall by 0%,14.74%,
2025-04-04,31.77,2025-04-09,32.33,2024-12-06-2025-02-03,32.55-33.67,Sell,3 days,-1.76%,Fall by -0.84%,12.98%,
2025-04-30,32.31,2025-04-30,32.31,2025-01-13-2025-04-07,32.02-33.36,Sell,0 days,-0.0%,Fall by 0%,12.98%,
2025-06-02,33.13,2025-06-02,33.13,2025-04-07-2025-05-19,31.53-33.32,Buy,0 days,0.0%,Rise by 0%,12.98%,
2025-07-24,33.23,2025-07-25,33.08,2025-05-19-2025-06-26,32.64-33.05,Sell,1 days,0.45%,Fall by 1.69%,13.43%,
2025-08-07,32.63,2025-08-07,32.63,2025-06-26-2025-07-18,32.53-33.35,Buy,0 days,0.0%,Rise by 0%,13.43%,
2025-09-04,32.84,2025-09-12,32.72,2025-07-18-2025-08-05,32.57-33.22,Sell,6 days,0.37%,Fall by 1.01%,13.79%,
