Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-04-14,40.85,2022-11-22,29.25,418 days,-28.400000%,-28.400000%,Rise by 3.260000%,-28.400000%
Buy,2022-12-21,25.42,2023-08-21,33.28,172 days,30.920000%,30.920000%,Rise by 24.900000%,2.520000%
Buy,2024-02-20,46.06,2024-04-10,49.05,35 days,6.490000%,6.490000%,Rise by 11.270000%,9.020000%
Buy,2024-04-19,46.58,2024-12-09,38.13,165 days,-18.140000%,-18.140000%,Rise by -10.860000%,-9.130000%
Buy,2024-12-16,36.85,2025-02-03,38.97,34 days,5.750000%,5.750000%,Rise by 14.030000%,-3.370000%
Buy,2025-04-07,35.46,2025-06-04,44.4,41 days,25.210000%,25.210000%,Rise by 28.620000%,21.840000%
