Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-04-07,32.42,2021-04-28,35.75,2021-01-22-2021-03-09,28.49-34.94,Sell,15 days,-10.27%,Fall by 12.22%,-10.27%,
2021-05-21,33.8,2024-09-24,35.41,2021-03-09-2021-04-30,27.1-36.55,Buy,872 days,4.76%,Rise by 6.3%,-5.51%,
2021-07-01,30.71,2021-07-09,30.0,2021-04-30-2021-05-27,29.85-35.3,Sell,6 days,2.31%,Fall by -3.0%,-3.2%,
2021-07-08,29.98,2021-07-09,30.0,2021-03-09-2021-04-30,27.1-36.55,Sell,1 days,-0.07%,Fall by -3.0%,-3.26%,
2021-09-20,32.5,2021-11-30,33.33,2021-05-27-2021-09-08,27.81-34.1,Buy,51 days,2.55%,Rise by -0.54%,-0.71%,
2021-11-12,30.53,2021-11-16,31.57,2021-09-08-2021-10-18,30.24-33.0,Sell,2 days,-3.41%,Fall by 0.95%,-4.12%,
2021-12-09,32.1,2021-12-09,32.1,2021-10-18-2021-11-25,29.62-34.55,Buy,0 days,0.0%,Rise by 0%,-4.12%,
2022-01-12,31.84,2022-01-13,31.88,2021-11-25-2021-12-17,32.04-32.45,Sell,1 days,-0.13%,Fall by 12.17%,-4.24%,
2022-01-21,29.35,2022-01-26,29.68,2021-10-18-2021-11-25,29.62-34.55,Sell,3 days,-1.12%,Fall by 10.88%,-5.37%,
2022-01-31,27.75,2022-01-31,27.75,2021-05-27-2021-11-25,27.81-34.55,Sell,0 days,-0.0%,Fall by 0%,-5.37%,
2022-07-29,21.2,2022-08-19,19.85,2021-06-24-2022-06-15,19.49-31.73,Sell,15 days,6.37%,Fall by 4.79%,1.0%,
2022-09-09,20.2,2024-05-14,28.8,2022-06-15-2022-08-11,19.0-22.0,Buy,437 days,42.57%,Rise by 8.51%,43.58%,
2022-09-23,19.1,2022-09-28,18.9,2022-06-15-2022-08-11,19.0-22.0,Sell,3 days,1.05%,Fall by 4.23%,44.62%,
2022-10-12,18.4,2022-10-17,19.05,2022-07-22-2022-09-07,19.35-21.61,Sell,3 days,-3.53%,Fall by -1.36%,41.09%,
2022-12-08,23.14,2022-12-08,23.14,2022-07-22-2022-10-13,18.4-21.61,Sell,0 days,-0.0%,Fall by 0%,41.09%,
2022-12-23,22.05,2022-12-23,22.05,2021-01-22-2022-09-07,19.35-34.94,Sell,0 days,-0.0%,Fall by 0%,41.09%,
2023-01-27,25.11,2023-01-27,25.11,2021-06-24-2022-10-13,18.4-31.73,Sell,0 days,-0.0%,Fall by 0%,41.09%,
2023-02-15,25.52,2023-05-05,27.0,2022-10-13-2023-01-20,18.02-26.75,Buy,57 days,5.8%,Rise by -11.19%,46.89%,
2023-03-13,25.25,2023-03-20,24.88,2021-01-22-2022-10-13,18.4-34.94,Sell,5 days,1.47%,Fall by 6.55%,48.36%,
2023-04-18,26.53,2023-04-18,26.53,2021-04-30-2022-10-13,18.4-35.3,Sell,0 days,-0.0%,Fall by 0%,48.36%,
2023-05-08,26.95,2023-05-11,26.35,2021-04-30-2022-06-15,19.49-35.3,Sell,3 days,2.23%,Fall by 11.76%,50.58%,
2023-05-11,26.35,2024-06-25,30.23,2022-10-13-2023-05-01,18.02-27.95,Buy,293 days,14.72%,Rise by 9.16%,65.31%,
2023-05-16,26.87,2024-05-13,28.85,2023-03-16-2023-05-01,24.55-27.95,Buy,259 days,7.37%,Rise by 8.32%,72.68%,
2023-05-26,23.98,2023-05-30,24.32,2023-03-16-2023-05-01,24.55-27.95,Sell,2 days,-1.42%,Fall by 3.45%,71.26%,
2023-05-30,24.32,2023-05-31,23.25,2022-10-13-2023-01-20,18.02-26.75,Sell,1 days,4.4%,Fall by -0.99%,75.66%,
2023-06-27,23.76,2023-06-27,23.76,2023-03-06-2023-05-26,24.78-25.85,Sell,0 days,-0.0%,Fall by 0%,75.66%,
2023-08-24,22.5,2023-08-31,22.71,2022-10-13-2023-05-01,18.02-27.95,Sell,5 days,-0.93%,Fall by 6.61%,74.72%,
2023-09-08,21.45,2023-09-13,21.75,2022-06-15-2023-01-20,19.0-26.75,Sell,3 days,-1.4%,Fall by 2.48%,73.33%,
2023-09-14,21.52,2023-10-02,21.49,2022-06-15-2023-05-01,19.0-27.95,Sell,12 days,0.14%,Fall by 4.84%,73.47%,
2023-10-03,21.48,2023-10-05,22.23,2023-07-17-2023-09-11,21.55-24.3,Sell,2 days,-3.49%,Fall by 8.01%,69.97%,
2023-10-13,20.99,2023-10-18,21.39,2023-03-06-2023-09-11,21.55-25.85,Sell,3 days,-1.91%,Fall by -9.26%,68.07%,
2023-11-14,21.87,2023-12-14,24.75,2023-05-01-2023-09-11,21.55-27.27,Sell,22 days,-13.17%,Fall by 6.34%,54.9%,
2023-11-23,22.2,2023-12-14,24.75,2023-07-17-2023-10-30,20.9-24.3,Sell,15 days,-11.49%,Fall by 6.34%,43.41%,
2023-12-06,23.57,2023-12-06,23.57,2023-03-06-2023-10-30,20.9-25.85,Sell,0 days,-0.0%,Fall by 0%,43.41%,
2023-12-21,23.75,2024-01-19,23.37,2023-10-30-2023-11-29,20.29-25.12,Buy,21 days,-1.6%,Rise by 6.76%,41.81%,
2024-03-08,24.88,2024-04-05,25.78,2023-10-30-2024-02-07,20.29-25.4,Buy,20 days,3.62%,Rise by 13.07%,45.43%,
2024-04-03,25.4,2024-04-09,25.69,2023-11-29-2024-01-23,23.75-22.89,Sell,4 days,-1.14%,Fall by -7.67%,44.29%,
2024-09-30,34.75,2024-09-30,34.75,2023-10-30-2024-09-16,20.29-38.865,Buy,0 days,0.0%,Rise by 0%,44.29%,
2024-12-02,38.42,2024-12-05,37.05,2024-09-16-2024-10-08,35.35-37.315,Sell,3 days,3.57%,Fall by -1.35%,47.85%,
2024-12-11,37.4,2024-12-11,37.4,2023-03-16-2024-11-25,24.55-39.21,Buy,0 days,0.0%,Rise by 0%,47.85%,
2025-01-28,38.18,2025-02-03,35.1,2024-11-25-2024-12-09,37.24-38.0,Sell,4 days,8.07%,Fall by 8.4%,55.92%,
2025-02-03,35.1,2025-02-27,34.6,2023-03-16-2024-09-16,24.55-38.865,Sell,18 days,1.42%,Fall by 7.08%,57.35%,
2025-02-10,35.01,2025-02-27,34.6,2023-03-16-2024-11-25,24.55-39.21,Sell,13 days,1.17%,Fall by 7.08%,58.52%,
2025-02-20,35.05,2025-02-27,34.6,2023-03-16-2025-01-21,24.55-39.5,Sell,5 days,1.28%,Fall by 7.08%,59.8%,
2025-02-24,34.55,2025-02-27,34.6,2025-01-21-2025-02-05,35.88-37.61,Sell,3 days,-0.14%,Fall by 7.08%,59.66%,
2025-02-27,34.6,2025-03-04,33.5,2023-10-30-2025-01-21,20.29-39.5,Sell,3 days,3.18%,Fall by 4.03%,62.84%,
2025-03-03,33.91,2025-03-17,32.8,2023-10-30-2024-09-16,20.29-38.865,Sell,10 days,3.27%,Fall by 0.91%,66.11%,
2025-03-13,32.95,2025-05-14,36.25,2022-10-13-2024-09-16,18.02-38.865,Sell,44 days,-10.02%,Fall by 4.52%,56.09%,
2025-04-09,33.0,2025-04-09,33.0,2024-11-25-2025-03-19,32.64-38.0,Sell,0 days,-0.0%,Fall by 0%,56.09%,
2025-06-03,36.59,2025-08-26,36.78,2025-03-19-2025-05-16,31.8-37.58,Buy,60 days,0.52%,Rise by 4.49%,56.61%,
2025-07-09,36.82,2025-07-10,36.2,2025-04-02-2025-04-23,33.5-34.0,Sell,1 days,1.68%,Fall by 1.16%,58.3%,
2025-08-14,37.25,2025-08-21,38.45,2025-05-16-2025-05-30,36.5-36.99,Sell,5 days,-3.22%,Fall by 5.64%,55.08%,
2025-09-03,36.85,2025-09-03,36.85,2025-03-19-2025-08-21,31.8-39.0,Buy,0 days,0.0%,Rise by 0%,55.08%,
