Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-15,13.65,2016-04-17,16.05,2015-11-08,Buy,22 Weeks,17.58%,Rise by 24.76%,17.58%,Absolute Extrema Case,
2015-11-22,13.8,2016-04-17,16.05,2015-11-15,Buy,21 Weeks,16.3%,Rise by 23.41%,33.89%,Normal Case,
2015-12-06,14.51,2016-04-17,16.05,2015-11-29,Buy,19 Weeks,10.61%,Rise by -10.41%,44.5%,Normal Case,
2015-12-13,14.3,2016-04-17,16.05,2015-12-06,Buy,18 Weeks,12.24%,Rise by 19.09%,56.74%,Normal Case,
2016-01-10,13.83,2016-04-17,16.05,2015-12-20,Buy,14 Weeks,16.05%,Rise by 23.14%,72.79%,Normal Case,
2016-01-17,13.98,2016-04-17,16.05,2016-01-10,Buy,13 Weeks,14.81%,Rise by 21.82%,87.6%,Normal Case,
2016-02-07,13.62,2016-04-17,16.05,2016-01-31,Buy,10 Weeks,17.84%,Rise by 25.04%,105.44%,Normal Case,
2016-05-01,15.96,2016-08-28,17.7,2016-04-24,Buy,17 Weeks,10.9%,Rise by 19.05%,116.34%,Normal Case,
2016-05-22,15.85,2016-08-28,17.7,2016-05-15,Buy,14 Weeks,11.67%,Rise by 19.87%,128.01%,Normal Case,
2016-08-07,16.7,2017-03-19,18.17,2016-07-24,Buy,32 Weeks,8.8%,Rise by 13.77%,136.81%,Normal Case,
2016-08-21,17.4,2017-03-19,18.17,2016-08-14,Buy,30 Weeks,4.43%,Rise by 7.47%,141.24%,Normal Case,
2016-09-04,18.6,2017-03-19,18.17,2016-08-28,Buy,28 Weeks,-2.31%,Rise by -12.04%,138.93%,Normal Case,
2016-09-11,18.35,2017-03-19,18.17,2016-09-04,Buy,27 Weeks,-0.98%,Rise by -10.84%,137.95%,Normal Case,
2016-10-16,18.56,2017-03-19,18.17,2016-07-03,Buy,22 Weeks,-2.1%,Rise by -10.08%,135.85%,Local Extrema Case,
2016-10-16,18.56,2017-03-19,18.17,2016-09-25,Buy,22 Weeks,-2.1%,Rise by -10.08%,133.74%,Normal Case,
2017-01-08,16.65,2017-03-19,18.17,2016-12-25,Buy,10 Weeks,9.13%,Rise by 12.31%,142.87%,Normal Case,
2017-03-12,18.7,2017-05-14,18.2,2017-03-05,Buy,9 Weeks,-2.67%,Rise by -10.43%,140.2%,Normal Case,
2017-03-26,18.4,2017-08-06,17.7,2017-03-19,Buy,19 Weeks,-3.8%,Rise by -2.17%,136.4%,Normal Case,
