Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-12-02,71.4700,2021-12-07,72.5200,3 days,1.47%,1.4691%,Rise by 8.45%,1.4691%,
Buy,2022-05-12,75.4300,2022-05-16,77.2100,2 days,2.36%,2.3598%,Rise by 6.28%,3.8290%,
Buy,2022-06-15,73.4900,2022-06-22,75.0600,5 days,2.14%,2.1363%,Rise by 6.11%,5.9653%,
Buy,2022-09-01,71.1100,2022-09-09,72.5600,6 days,2.04%,2.0391%,Rise by -1.87%,8.0044%,
Buy,2023-03-14,74.4500,2023-03-21,75.5600,5 days,1.49%,1.4909%,Rise by 8.19%,9.4953%,
Buy,2023-05-31,75.6500,2023-06-02,76.6800,2 days,1.36%,1.3615%,Rise by 4.2%,10.8569%,
Buy,2023-10-05,78.7600,2023-10-10,80.1600,3 days,1.78%,1.7776%,Rise by 8.8%,12.6344%,
Buy,2023-10-31,75.3100,2023-11-03,76.5500,3 days,1.65%,1.6465%,Rise by 13.78%,14.2809%,
Buy,2024-04-11,86.8000,2024-05-01,87.9600,14 days,1.34%,1.3364%,Rise by 4.56%,15.6173%,
Buy,2024-09-30,95.0300,2024-10-24,92.4700,18 days,-2.69%,-2.6939%,Rise by -0.24%,12.9235%,
Buy,2024-11-01,91.3900,2024-11-15,86.5900,10 days,-5.25%,-5.2522%,Rise by -1.0%,7.6712%,
Buy,2024-11-19,86.8700,2024-11-22,88.5800,3 days,1.97%,1.9685%,Rise by 3.73%,9.6397%,
Buy,2025-04-09,83.0400,2025-04-24,86.0900,11 days,3.67%,3.6729%,Rise by 7.73%,13.3126%,
Buy,2025-08-11,83.2200,2025-08-13,85.2800,2 days,2.48%,2.4754%,Rise by 8.29%,15.7880%,
