Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-02-19,169.62,2024-11-19,215.57,2020-11-04-2021-02-08,148.6-173.46,Buy,977 days,27.09%,Rise by 11.07%,27.09%
2021-03-24,163.26,2021-03-29,165.15,2021-02-08-2021-03-05,157.28-172.15,Sell,3 days,-1.16%,Fall by -0.91%,25.93%
2021-05-06,176.04,2021-05-12,166.65,2021-03-05-2021-04-14,149.65-180.16,Buy,4 days,-5.33%,Rise by 3.86%,20.6%
2021-06-08,172.41,2021-06-18,172.16,2021-04-14-2021-05-19,167.77-176.85,Sell,8 days,0.15%,Fall by -2.21%,20.74%
2021-08-23,179.91,2021-08-23,179.91,2021-03-05-2021-07-29,149.65-184.69,Buy,0 days,0.0%,Rise by 0%,20.74%
2021-09-16,184.76,2021-09-17,184.11,2021-07-29-2021-08-19,177.2-182.87,Sell,1 days,0.35%,Fall by 2.57%,21.1%
2021-12-07,206.64,2024-11-19,215.57,2021-03-05-2021-11-22,149.65-215.06,Buy,770 days,4.32%,Rise by 11.07%,25.42%
2022-01-11,200.17,2022-01-12,201.49,2021-11-22-2021-12-20,192.28-210.02,Sell,1 days,-0.66%,Fall by 13.49%,24.76%
2022-02-16,186.1,2022-02-18,180.0,2022-01-04-2022-01-28,178.1-207.89,Sell,2 days,3.28%,Fall by 9.34%,28.03%
2022-02-23,168.91,2022-02-28,177.43,2021-03-05-2021-11-22,149.65-215.06,Sell,3 days,-5.04%,Fall by 10.87%,22.99%
2022-03-10,169.99,2022-03-10,169.99,2021-07-29-2022-02-24,173.04-182.87,Sell,0 days,-0.0%,Fall by 0%,22.99%
2022-04-05,184.95,2022-04-05,184.95,2021-04-14-2022-02-24,173.04-176.85,Sell,0 days,-0.0%,Fall by 0%,22.99%
2022-04-14,178.4,2024-10-03,195.58,2022-02-24-2022-03-29,161.49-192.19,Buy,645 days,9.63%,Rise by 12.21%,32.62%
2022-05-05,160.18,2022-05-09,151.41,2022-02-24-2022-03-29,161.49-192.19,Sell,2 days,5.48%,Fall by 8.98%,38.1%
2022-05-10,150.96,2022-05-10,150.96,2021-03-05-2021-07-29,149.65-184.69,Sell,0 days,-0.0%,Fall by 0%,38.1%
