Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2020-03-16 - 2020-03-18,2 days,2020-03-24,72.33,2020-03-25,79.01,1 days,9.2%,Rise by 24.31%,9.2%,
Sell,2020-04-20 - 2020-04-23,3 days,2020-05-01,85.54,2020-05-06,88.44,3 days,-3.4%,Fall by -11.26%,5.8%,
Buy,2020-05-05 - 2020-05-14,7 days,2020-05-18,91.04,2020-05-27,99.87,7 days,9.7%,Rise by 14.55%,15.5%,
Sell,2020-06-03 - 2020-06-05,2 days,2020-06-10,102.12,2020-06-16,99.04,4 days,3.0%,Fall by 8.27%,18.6%,
Sell,2020-07-17 - 2020-07-21,2 days,2020-07-27,97.21,2020-07-29,96.97,2 days,0.2%,Fall by -23.53%,18.8%,
Sell,2020-08-07 - 2020-08-11,2 days,2020-08-17,105.66,2020-08-19,108.39,2 days,-2.6%,Fall by -13.65%,16.2%,
Sell,2020-08-25 - 2020-08-27,2 days,2020-09-04,112.4,2020-09-11,118.0,5 days,-5.0%,Fall by -6.83%,11.2%,
Sell,2020-10-09 - 2020-10-12,1 days,2020-10-15,129.0,2020-10-16,128.0,1 days,0.8%,Fall by -1.57%,12.0%,
Sell,2020-11-06 - 2020-11-09,1 days,2020-11-12,126.64,2020-11-16,130.11,2 days,-2.7%,Fall by -3.46%,9.3%,
Sell,2020-12-07 - 2020-12-09,2 days,2020-12-31,141.47,2021-01-05,141.23,3 days,0.2%,Fall by 7.39%,9.4%,
Sell,2021-02-18 - 2021-02-19,1 days,2021-02-24,135.65,2021-02-25,135.54,1 days,0.1%,Fall by 5.17%,9.5%,
Buy,2021-03-05 - 2021-03-25,14 days,2021-03-29,133.49,2021-06-25,154.35,64 days,15.6%,Rise by 3.24%,25.2%,
Sell,2021-03-17 - 2021-03-18,1 days,2021-03-25,128.64,2021-03-26,132.99,1 days,-3.4%,Fall by 1.19%,21.8%,
Sell,2021-07-06 - 2021-07-14,6 days,2021-07-19,157.87,2021-07-22,163.68,3 days,-3.7%,Fall by 8.01%,18.1%,
Sell,2021-08-05 - 2021-08-06,1 days,2021-08-12,170.64,2021-08-20,167.79,6 days,1.7%,Fall by 12.34%,19.8%,
Buy,2021-09-02 - 2021-09-15,9 days,2021-09-21,155.02,2021-11-03,172.5,31 days,11.3%,Rise by 14.51%,31.0%,
Sell,2021-10-25 - 2021-10-26,1 days,2021-11-09,173.82,2021-11-12,169.09,3 days,2.7%,Fall by 9.69%,33.8%,
Buy,2021-12-20 - 2022-01-11,16 days,2022-01-21,142.95,2022-03-07,124.44,31 days,-12.9%,Rise by -12.95%,20.8%,
Buy,2022-03-08 - 2022-03-14,4 days,2022-03-16,125.19,2022-03-22,133.09,4 days,6.3%,Rise by 9.47%,27.1%,
Buy,2022-04-12 - 2022-04-26,10 days,2022-04-28,127.05,2022-05-09,111.21,7 days,-12.5%,Rise by -11.37%,14.7%,
Buy,2022-05-11 - 2022-05-12,1 days,2022-05-26,112.94,2022-05-31,118.85,3 days,5.2%,Rise by -10.41%,19.9%,
Sell,2022-06-02 - 2022-06-08,4 days,2022-06-13,110.44,2022-06-15,113.44,2 days,-2.7%,Fall by 8.38%,17.2%,
Buy,2022-06-30 - 2022-07-01,1 days,2022-07-19,109.19,2022-07-29,114.92,8 days,5.2%,Rise by 8.12%,22.4%,
Sell,2022-08-08 - 2022-08-11,3 days,2022-08-18,116.01,2022-08-23,110.68,3 days,4.6%,Fall by 10.25%,27.0%,
Buy,2022-08-30 - 2022-09-06,5 days,2022-09-19,107.21,2022-09-26,96.06,5 days,-10.4%,Rise by -15.03%,16.6%,
Buy,2022-09-22 - 2022-10-03,7 days,2022-10-05,91.1,2022-11-10,99.49,26 days,9.2%,Rise by 17.14%,25.8%,
Sell,2022-11-01 - 2022-11-04,3 days,2022-11-09,92.1,2022-11-10,99.49,1 days,-8.0%,Fall by -11.89%,17.8%,
Sell,2022-11-14 - 2022-11-15,1 days,2022-12-06,107.93,2022-12-08,111.36,2 days,-3.2%,Fall by -8.27%,14.6%,
Sell,2022-12-02 - 2022-12-13,7 days,2022-12-16,105.95,2022-12-21,115.78,3 days,-9.3%,Fall by -10.3%,5.3%,
Buy,2023-02-24 - 2023-03-28,22 days,2023-03-30,120.1,2023-05-25,107.48,40 days,-10.5%,Rise by 6.51%,-5.2%,
Sell,2023-04-17 - 2023-04-25,6 days,2023-05-12,120.21,2023-05-18,118.87,4 days,1.1%,Fall by 12.44%,-4.1%,
Sell,2023-08-09 - 2023-08-10,1 days,2023-08-15,106.55,2023-08-16,106.53,1 days,0.0%,Fall by 10.36%,-4.0%,
Sell,2023-10-18 - 2023-10-19,1 days,2023-10-26,100.02,2023-10-31,102.77,3 days,-2.7%,Fall by -0.54%,-6.8%,
Sell,2023-11-07 - 2023-11-08,1 days,2023-11-13,104.2,2023-11-15,107.82,2 days,-3.5%,Fall by 3.49%,-10.3%,
Sell,2023-12-13 - 2023-12-14,1 days,2023-12-22,108.04,2023-12-26,108.02,2 days,0.0%,Fall by 6.92%,-10.2%,
Buy,2024-01-04 - 2024-01-08,2 days,2024-01-22,100.56,2024-02-12,107.18,15 days,6.6%,Rise by 6.58%,-3.7%,
Buy,2024-03-05 - 2024-03-06,1 days,2024-03-20,100.27,2024-04-04,89.07,11 days,-11.2%,Rise by -10.24%,-14.8%,
Buy,2024-04-05 - 2024-04-10,3 days,2024-04-26,94.12,2024-06-28,75.37,45 days,-19.9%,Rise by 3.25%,-34.7%,
Sell,2024-06-07 - 2024-06-24,11 days,2024-07-01,76.83,2024-07-02,76.04,1 days,1.0%,Fall by 7.47%,-33.7%,
Buy,2024-07-10 - 2024-07-25,11 days,2024-07-29,73.55,2024-08-15,82.5,13 days,12.2%,Rise by 15.96%,-21.5%,
Sell,2024-08-27 - 2024-08-28,1 days,2024-09-03,81.32,2024-09-05,80.83,2 days,0.6%,Fall by 0.68%,-20.9%,
Buy,2024-10-30 - 2024-10-31,1 days,2024-11-21,75.1,2024-11-25,79.26,2 days,5.5%,Rise by 4.3%,-15.4%,
Buy,2025-01-08 - 2025-01-16,6 days,2025-01-21,73.17,2025-01-30,78.33,7 days,7.1%,Rise by 11.69%,-8.4%,
Buy,2025-03-14 - 2025-03-21,5 days,2025-03-27,65.8,2025-04-03,55.58,5 days,-15.5%,Rise by -15.79%,-23.9%,
Buy,2025-03-28 - 2025-03-31,1 days,2025-04-07,55.61,2025-04-09,59.32,2 days,6.7%,Rise by 13.49%,-17.2%,
Buy,2025-04-07 - 2025-04-10,3 days,2025-04-17,55.76,2025-05-02,58.59,11 days,5.1%,Rise by 13.18%,-12.1%,
Sell,2025-04-25 - 2025-05-02,5 days,2025-05-22,61.32,2025-06-10,63.87,13 days,-4.2%,Fall by 2.95%,-16.3%,
Sell,2025-06-10 - 2025-06-11,1 days,2025-06-16,61.9,2025-06-23,60.78,5 days,1.8%,Fall by -19.58%,-14.5%,
Sell,2025-07-03 - 2025-07-07,2 days,2025-07-10,74.62,2025-07-15,71.99,3 days,3.5%,Fall by 0.8%,-11.0%,
Buy,2025-09-19 - 2025-09-25,4 days,2025-09-29,69.55,2025-10-01,74.2,2 days,6.7%,Rise by -7.13%,-4.3%,
