Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-01-19,255.2200,2022-01-31,259.4500,8 days,1.66%,1.6574%,Rise by 2.77%,1.6574%,
Buy,2022-03-10,222.0000,2022-03-15,232.5700,3 days,4.76%,4.7613%,Rise by 15.25%,6.4187%,
Buy,2022-05-20,233.9100,2022-05-24,244.5200,2 days,4.54%,4.5359%,Rise by 12.96%,10.9546%,
Buy,2022-09-30,230.7400,2022-10-03,235.3400,1 days,1.99%,1.9936%,Rise by 20.66%,12.9482%,
Buy,2023-05-26,286.0400,2023-06-02,289.9100,5 days,1.35%,1.3530%,Rise by 4.32%,14.3011%,
Buy,2023-08-22,280.3100,2023-08-25,284.5800,3 days,1.52%,1.5233%,Rise by 1.59%,15.8244%,
Buy,2023-09-28,265.5900,2023-10-06,248.2200,6 days,-6.54%,-6.5402%,Rise by 11.42%,9.2843%,
Buy,2023-10-09,249.9200,2023-10-18,256.0300,7 days,2.44%,2.4448%,Rise by 18.41%,11.7291%,
Buy,2024-03-19,282.8700,2024-04-05,266.6900,13 days,-5.72%,-5.7199%,Rise by -2.12%,6.0091%,
Buy,2024-04-09,269.4400,2024-04-22,275.5800,9 days,2.28%,2.2788%,Rise by 2.76%,8.2879%,
Buy,2024-05-30,252.0700,2024-05-31,258.8900,1 days,2.71%,2.7056%,Rise by 3.3%,10.9935%,
Buy,2025-01-15,282.3000,2025-01-27,293.0900,8 days,3.82%,3.8222%,Rise by 9.89%,14.8157%,
Buy,2025-06-12,303.1600,2025-06-17,292.3100,3 days,-3.58%,-3.5790%,Rise by -0.42%,11.2367%,
Buy,2025-06-23,289.5200,2025-07-01,297.4900,6 days,2.75%,2.7528%,Rise by 4.27%,13.9896%,
