Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
OSCILLATOR DELTA,TRI.TO,Long,Daily,2025-10-03,213.48,2025-10-22,228.2,6.895259509087503,13,100.0,11,66,
OSCILLATOR DELTA,TRI.TO,Long,Daily,2025-04-22,251.86,2025-05-15,264.74,5.113952195664256,17,100.0,11,66,
