Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2024-01-07,47396.3008,2024-08-18,57656.0,2023-12-31,Buy,32 Weeks,21.65%,Rise by 3.97%,21.65%,Normal Case,
2024-01-14,47512.6016,2024-08-18,57656.0,2024-01-07,Buy,31 Weeks,21.35%,Rise by 27.08%,43.0%,Normal Case,
2024-02-11,48889.0508,2024-08-18,57656.0,2024-02-04,Buy,27 Weeks,17.93%,Rise by 23.51%,60.93%,Normal Case,
2024-02-25,49279.5508,2024-08-18,57656.0,2024-02-18,Buy,25 Weeks,17.0%,Rise by 22.53%,77.93%,Normal Case,
2024-03-10,48966.1484,2024-08-18,57656.0,2024-03-03,Buy,23 Weeks,17.75%,Rise by 23.31%,95.67%,Normal Case,
2024-04-14,50067.5508,2024-08-18,57656.0,2024-04-07,Buy,18 Weeks,15.16%,Rise by 20.6%,110.83%,Normal Case,
2024-04-21,48696.9492,2024-08-18,57656.0,2024-03-31,Buy,17 Weeks,18.4%,Rise by 23.99%,129.23%,Normal Case,
2024-05-05,50935.1484,2024-08-18,57656.0,2024-04-28,Buy,15 Weeks,13.19%,Rise by 18.55%,142.42%,Normal Case,
2024-05-12,49532.3008,2024-08-18,57656.0,2024-04-21,Buy,14 Weeks,16.4%,Rise by 21.9%,158.82%,Normal Case,
2024-06-02,51705.6992,2024-08-18,57656.0,2024-03-17,Buy,11 Weeks,11.51%,Rise by 16.78%,170.33%,Local Extrema Case,
2024-06-02,51705.6992,2024-08-18,57656.0,2024-05-19,Buy,11 Weeks,11.51%,Rise by 16.78%,181.84%,Normal Case,
2024-06-23,55429.1484,2024-10-13,59212.6992,2024-06-16,Buy,16 Weeks,6.83%,Rise by 8.93%,188.66%,Normal Case,
2024-07-21,55908.3008,2024-10-13,59212.6992,2024-07-14,Buy,12 Weeks,5.91%,Rise by 8.0%,194.57%,Normal Case,
2024-08-04,57913.6484,2024-10-13,59212.6992,2024-07-28,Buy,10 Weeks,2.24%,Rise by 4.26%,196.82%,Normal Case,
2024-09-01,59286.6484,2025-01-05,57931.0508,2024-08-25,Buy,18 Weeks,-2.29%,Rise by -0.5%,194.53%,Normal Case,
2024-09-29,60381.1484,2025-01-05,57931.0508,2024-09-22,Buy,14 Weeks,-4.06%,Rise by -10.5%,190.47%,Normal Case,
2024-10-06,58474.4492,2025-01-05,57931.0508,2024-09-15,Buy,13 Weeks,-0.93%,Rise by 0.88%,189.54%,Normal Case,
2024-10-20,58649.1484,2025-01-05,57931.0508,2024-10-13,Buy,11 Weeks,-1.22%,Rise by 0.58%,188.32%,Normal Case,
2024-11-03,56496.0508,2025-01-05,57931.0508,2024-10-27,Buy,9 Weeks,2.54%,Rise by -12.11%,190.86%,Normal Case,
2024-11-10,56352.0,2025-05-11,53223.3516,2024-11-03,Buy,26 Weeks,-5.55%,Rise by -11.89%,185.31%,Normal Case,
2024-12-15,58991.5508,2025-05-11,53223.3516,2024-12-08,Buy,21 Weeks,-9.78%,Rise by -15.83%,175.53%,Normal Case,
2025-01-26,53262.9492,2025-05-11,53223.3516,2025-01-19,Buy,15 Weeks,-0.07%,Rise by 12.04%,175.46%,Normal Case,
2025-02-09,53609.1484,2025-05-11,53223.3516,2025-02-02,Buy,13 Weeks,-0.72%,Rise by 11.32%,174.74%,Normal Case,
2025-03-30,51672.25,2025-06-29,59385.1484,2025-03-23,Buy,13 Weeks,14.93%,Rise by 15.49%,189.66%,Normal Case,
2025-05-04,53705.1016,2025-10-05,57503.3516,2025-04-27,Buy,22 Weeks,7.07%,Rise by 11.12%,196.73%,Normal Case,
2025-06-01,57420.0,2025-10-05,57503.3516,2025-05-25,Buy,18 Weeks,0.15%,Rise by 2.92%,196.88%,Normal Case,
2025-06-08,59010.3008,2025-10-05,57503.3516,2025-06-01,Buy,17 Weeks,-2.55%,Rise by 0.14%,194.33%,Normal Case,
2025-07-06,59677.75,2025-10-05,57503.3516,2025-06-29,Buy,13 Weeks,-3.64%,Rise by -0.98%,190.68%,Normal Case,
2025-08-24,57629.75,2025-08-24,57629.75,2025-05-11,Buy,0 Weeks,0.0%,Rise by 0%,190.68%,Local Extrema Case,
2025-08-24,57629.75,2025-08-24,57629.75,2025-08-17,Buy,0 Weeks,0.0%,Rise by 0%,190.68%,Normal Case,
2025-09-21,59094.3516,2025-09-21,59094.3516,2025-09-14,Buy,0 Weeks,0.0%,Rise by 0%,190.68%,Normal Case,
2025-09-28,56378.5508,2025-09-28,56378.5508,2025-09-07,Buy,0 Weeks,0.0%,Rise by 0%,190.68%,Normal Case,
2025-10-26,59231.1992,2025-10-26,59231.1992,2025-10-19,Buy,0 Weeks,0.0%,Rise by 0%,190.68%,Normal Case,
2025-11-02,59825.8984,2025-11-02,59825.8984,2025-10-26,Buy,0 Weeks,0.0%,Rise by 0%,190.68%,Normal Case,
