Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2011-07-31,0.35,2014-06-29,0.46,759 days,32.880000%,32.880000%,Rise by 13.650000%,32.880000%,
Buy,2015-07-19,0.5,2017-03-05,2.46,424 days,390.490000%,390.490000%,Rise by 68.190000%,423.370000%,
Buy,2018-11-04,5.37,2021-10-10,20.83,764 days,287.700000%,287.700000%,Rise by -39.710000%,711.070000%,
Buy,2022-05-29,18.81,2024-08-04,107.27,569 days,470.250000%,470.250000%,Rise by -16.210000%,1181.320000%,
Buy,2025-03-16,121.67,2025-03-16,121.67,0 days,0.00%,0.00%,Rise by 0%,1181.320000%,
