Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2019-12-18 - 2020-01-10,17 days,2020-01-21,10.85,2020-02-12,11.22,16 days,-3.4%,Fall by 0.0%,-3.4%
Sell,2020-01-24 - 2020-01-29,3 days,2020-02-03,10.94,2020-02-12,11.22,7 days,-2.6%,Fall by 10.6%,-6.0%
Buy,2020-03-20 - 2020-03-23,1 days,2020-04-06,8.25,2020-04-14,8.67,6 days,5.1%,Rise by 15.03%,-0.9%
Buy,2020-04-07 - 2020-04-14,5 days,2020-04-17,8.58,2020-04-29,9.49,8 days,10.6%,Rise by 11.42%,9.7%
Sell,2020-04-29 - 2020-04-30,1 days,2020-05-14,8.68,2020-05-18,8.96,2 days,-3.2%,Fall by -2.07%,6.5%
Sell,2020-06-03 - 2020-06-08,3 days,2020-06-11,8.86,2020-06-12,9.11,1 days,-2.8%,Fall by -40.41%,3.7%
Sell,2020-07-20 - 2020-07-21,1 days,2020-08-03,12.92,2020-08-05,12.65,2 days,2.1%,Fall by 3.72%,5.8%
Sell,2020-10-13 - 2020-10-14,1 days,2020-10-20,15.37,2020-10-21,15.34,1 days,0.2%,Fall by -9.82%,6.0%
Buy,2020-10-29 - 2020-10-30,1 days,2020-11-11,15.09,2020-12-08,16.01,19 days,6.1%,Rise by 24.32%,12.1%
Sell,2020-12-08 - 2020-12-09,1 days,2020-12-15,15.61,2020-12-17,16.21,2 days,-3.8%,Fall by -8.14%,8.2%
Sell,2021-01-06 - 2021-01-13,5 days,2021-01-19,18.12,2021-02-01,17.38,9 days,4.1%,Fall by 5.52%,12.3%
Sell,2021-05-10 - 2021-05-18,6 days,2021-06-01,19.27,2021-06-03,19.14,2 days,0.7%,Fall by -7.11%,13.0%
Sell,2021-06-11 - 2021-06-15,2 days,2021-06-21,20.53,2021-06-24,21.19,3 days,-3.2%,Fall by -0.54%,9.8%
Sell,2021-06-25 - 2021-07-14,13 days,2021-07-19,20.64,2021-07-21,21.31,2 days,-3.2%,Fall by -5.72%,6.5%
