Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-04-01,30.95,2020-07-02,34.66,Buy,65 days,Rise by -10.660000%,11.99
2020-06-30,35.6,2020-08-31,36.85,Buy,43 days,Rise by 4.490000%,3.51
2020-07-15,37.2,2021-05-06,33.8,Buy,210 days,Rise by -0.050000%,-9.14
2020-11-11,33.06,2020-11-16,34.6,Sell,2 days,Fall by 4.170000%,-4.66
2021-03-04,28.0,2021-03-10,29.12,Sell,3 days,Fall by -3.110000%,-4.0
2021-03-16,31.2,2021-03-31,32.1,Buy,10 days,Rise by 16.860000%,2.88
2021-03-25,32.3,2021-04-19,33.85,Buy,16 days,Rise by 12.880000%,4.8
2021-06-23,32.1,2021-08-06,32.8,Buy,31 days,Rise by 5.260000%,2.18
2021-07-20,31.6,2021-08-05,32.91,Buy,11 days,Rise by 6.930000%,4.15
2021-09-15,31.3,2021-09-22,33.04,Sell,4 days,Fall by 4.950000%,-5.56
2021-09-20,32.5,2021-12-30,33.0,Buy,72 days,Rise by -0.120000%,1.54
2021-09-22,33.04,2022-08-17,21.4,Buy,234 days,Rise by -1.760000%,-35.23
2021-09-29,31.24,2021-10-11,29.75,Sell,7 days,Fall by 2.270000%,4.77
2021-10-05,30.55,2021-10-14,30.26,Sell,6 days,Fall by 0.070000%,0.95
2021-12-14,32.8,2022-08-17,21.4,Buy,175 days,Rise by 1.070000%,-34.76
2021-12-17,31.27,2021-12-21,32.99,Sell,1 days,Fall by 10.460000%,-5.5
2021-12-22,32.96,2022-08-17,21.4,Buy,169 days,Rise by -10.950000%,-35.07
2022-01-14,31.48,2022-01-24,30.36,Sell,5 days,Fall by 11.050000%,3.56
2022-03-18,27.6,2022-08-17,21.4,Buy,107 days,Rise by -11.230000%,-22.46
2022-03-25,24.41,2022-03-30,24.83,Sell,2 days,Fall by 10.240000%,-1.72
2022-04-13,22.6,2022-04-28,21.24,Sell,10 days,Fall by 9.960000%,6.02
2022-06-01,20.75,2022-07-26,21.0,Buy,38 days,Rise by 3.180000%,1.2
2022-10-18,19.52,2022-11-23,20.9,Buy,25 days,Rise by 24.590000%,7.07
2022-10-19,19.6,2022-11-23,20.9,Buy,24 days,Rise by 24.080000%,6.63
2022-10-26,19.25,2022-11-16,19.34,Buy,14 days,Rise by 26.340000%,0.47
2022-11-01,20.16,2022-11-24,20.72,Buy,16 days,Rise by 20.630000%,2.78
2022-11-18,20.5,2022-11-25,20.66,Buy,4 days,Rise by 28.050000%,0.78
2023-05-08,26.95,2023-05-26,23.98,Sell,13 days,Fall by 11.020000%,11.02
2023-05-23,25.66,2023-05-31,23.25,Sell,5 days,Fall by 8.500000%,9.39
2023-06-30,24.5,2023-12-05,23.2,Buy,111 days,Rise by 1.020000%,-5.31
2023-08-08,23.87,2023-08-15,23.48,Sell,4 days,Fall by 10.140000%,1.63
2023-08-09,23.51,2023-08-21,22.49,Sell,7 days,Fall by 9.660000%,4.34
2023-08-21,22.49,2023-09-12,21.55,Sell,15 days,Fall by 5.560000%,4.18
2023-08-28,22.21,2023-09-13,21.75,Sell,11 days,Fall by 4.370000%,2.07
2023-10-06,22.23,2023-12-04,23.34,Buy,40 days,Rise by 2.470000%,4.99
2023-11-07,22.78,2023-12-04,23.34,Buy,18 days,Rise by 8.650000%,2.46
2023-11-21,22.09,2023-12-04,23.34,Buy,8 days,Rise by 12.040000%,5.66
2023-11-30,23.56,2023-12-18,23.85,Buy,11 days,Rise by 5.050000%,1.23
2023-12-14,24.75,2024-03-27,26.42,Buy,73 days,Rise by -2.630000%,6.75
2024-01-11,23.73,2024-01-22,23.18,Sell,6 days,Fall by -0.040000%,2.32
2024-01-17,23.29,2024-02-02,24.35,Sell,11 days,Fall by -1.930000%,-4.55
2024-02-07,24.95,2024-03-27,26.42,Buy,34 days,Rise by 0.600000%,5.89
2024-02-15,24.1,2024-03-01,24.72,Buy,10 days,Rise by 9.750000%,2.57
2024-02-26,24.9,2024-03-27,26.42,Buy,21 days,Rise by 6.220000%,6.1
2024-03-25,26.42,2024-04-30,28.47,Buy,25 days,Rise by 10.330000%,7.76
2024-05-22,28.62,2024-05-31,29.5,Sell,6 days,Fall by -2.690000%,-3.07
2024-07-31,32.35,2024-08-28,35.91,Buy,19 days,Rise by 19.320000%,11.0
2024-08-26,35.85,2024-09-06,37.4,Buy,8 days,Rise by 7.670000%,4.32
2024-10-30,35.65,2024-11-08,37.63,Sell,6 days,Fall by -2.580000%,-5.55
2024-11-12,37.99,2025-05-14,36.25,Buy,130 days,Rise by 2.680000%,-4.58
2024-11-15,37.03,2024-12-30,39.01,Buy,30 days,Rise by 5.350000%,5.35
2024-11-21,36.96,2024-11-25,39.21,Sell,1 days,Fall by 1.060000%,-6.09
2024-12-06,36.57,2024-12-24,38.34,Sell,11 days,Fall by -2.680000%,-4.84
2025-01-08,38.26,2025-05-14,36.25,Buy,89 days,Rise by 2.770000%,-5.25
2025-02-04,35.92,2025-02-11,35.1,Sell,4 days,Fall by 10.500000%,2.28
2025-05-05,35.6,2025-05-19,35.9,Buy,9 days,Rise by 4.920000%,0.84
2025-07-02,37.5,2025-07-02,37.5,Buy,0 days,Rise by -1.150000%,0.0
2025-07-11,35.62,2025-08-14,37.25,Sell,23 days,Fall by -0.450000%,-4.58
2025-07-29,36.98,2025-09-11,38.2,Buy,31 days,Rise by 3.980000%,3.3
2025-08-06,37.05,2025-09-11,38.2,Buy,25 days,Rise by 3.780000%,3.1
2025-08-13,37.07,2025-09-11,38.2,Buy,20 days,Rise by 3.670000%,3.05
2025-08-21,38.45,2025-08-21,38.45,Buy,0 days,Rise by -0.050000%,0.0
2025-09-05,37.89,2025-09-05,37.89,Buy,0 days,Rise by 0.770000%,0.0
2025-09-08,38.18,2025-09-08,38.18,Buy,0 days,Rise by 0.000000%,0.0
2025-09-19,38.32,2025-09-19,38.32,Buy,0 days,Rise by -0.370000%,0.0
2025-10-14,35.75,2025-10-31,37.1,Sell,12 days,Fall by -3.780000%,-3.78
