Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-03-02,24.8,2025-06-24,32.61,2020-11-04-2021-02-01,22.1-27.98,Buy,1125 days,31.49%,Rise by 9.54%,31.49%
2021-03-24,23.24,2021-03-30,22.26,2021-02-01-2021-03-05,23.59-26.1,Sell,4 days,4.22%,Fall by -7.14%,35.71%
2021-03-30,22.26,2021-04-01,23.15,2020-11-04-2021-02-01,22.1-27.98,Sell,2 days,-4.0%,Fall by -3.02%,31.71%
2021-04-28,24.4,2021-05-03,24.96,2021-02-01-2021-03-30,22.49-26.1,Sell,3 days,-2.3%,Fall by 4.45%,29.42%
2021-06-24,24.04,2024-04-17,25.85,2021-03-30-2021-06-01,22.13-26.43,Buy,734 days,7.53%,Rise by 13.23%,36.94%
2021-08-09,21.75,2021-08-11,21.84,2021-03-30-2021-06-01,22.13-26.43,Sell,2 days,-0.41%,Fall by 8.65%,36.53%
2021-08-11,21.84,2021-08-16,22.1,2021-06-01-2021-06-29,23.97-25.83,Sell,3 days,-1.19%,Fall by 9.73%,35.34%
2021-09-13,21.99,2021-09-15,22.07,2021-06-01-2021-08-20,21.54-25.83,Sell,2 days,-0.36%,Fall by 9.61%,34.98%
2021-10-29,22.09,2021-11-05,22.35,2021-09-03-2021-09-29,20.23-22.54,Sell,5 days,-1.18%,Fall by 9.17%,33.8%
2021-12-07,20.81,2024-10-25,30.63,2021-09-29-2021-11-12,19.83-23.5,Buy,753 days,47.19%,Rise by -10.38%,80.99%
2022-01-07,20.62,2022-01-07,20.62,2021-06-01-2021-12-15,20.47-25.83,Sell,0 days,-0.0%,Fall by 0%,80.99%
2022-01-27,21.02,2022-02-01,20.94,2021-02-01-2021-12-15,20.47-26.1,Sell,3 days,0.38%,Fall by -6.78%,81.37%
2022-03-15,23.0,2022-03-18,23.02,2022-01-20-2022-02-03,20.82-22.56,Sell,3 days,-0.09%,Fall by 2.87%,81.28%
2022-03-18,23.02,2024-04-17,25.85,2021-12-15-2022-03-08,19.8-24.9,Buy,543 days,12.29%,Rise by 13.23%,93.58%
2022-05-10,19.55,2022-05-10,19.55,2021-12-15-2022-03-08,19.8-24.9,Sell,0 days,-0.0%,Fall by 0%,93.58%
2022-06-06,20.37,2022-06-06,20.37,2022-01-20-2022-05-13,19.47-22.56,Sell,0 days,-0.0%,Fall by 0%,93.58%
2022-08-17,18.25,2022-08-17,18.25,2021-02-01-2022-07-14,17.06-26.1,Sell,0 days,-0.0%,Fall by 0%,93.58%
2022-09-19,17.99,2022-09-23,17.36,2021-06-01-2022-09-01,16.48-25.83,Sell,4 days,3.5%,Fall by 3.17%,97.08%
2022-10-11,17.68,2022-10-14,16.81,2022-03-08-2022-09-01,16.48-24.0,Sell,3 days,4.92%,Fall by -27.25%,102.0%
2022-11-21,19.2,2022-11-23,19.81,2022-08-10-2022-09-01,16.48-18.91,Sell,2 days,-3.18%,Fall by -7.98%,98.82%
2022-11-23,19.81,2022-12-19,21.12,2022-09-01-2022-10-04,16.19-19.56,Buy,18 days,6.61%,Rise by 5.73%,105.43%
2023-01-10,21.73,2023-01-25,21.97,2021-02-01-2022-09-01,16.48-26.1,Sell,11 days,-1.1%,Fall by 10.1%,104.33%
2023-01-25,21.97,2023-02-07,20.38,2022-09-01-2023-01-03,16.19-22.54,Buy,9 days,-7.24%,Rise by 16.49%,97.09%
2023-05-22,21.67,2024-10-25,30.63,2023-03-09-2023-05-04,18.38-23.94,Buy,374 days,41.35%,Rise by -10.38%,138.44%
2023-06-16,22.18,2023-06-20,21.26,2023-05-04-2023-05-25,21.19-23.42,Sell,2 days,4.15%,Fall by 3.29%,142.59%
2023-07-26,22.91,2023-07-27,22.11,2023-01-03-2023-03-09,18.66-22.03,Sell,1 days,3.49%,Fall by 7.01%,146.08%
2023-09-12,21.13,2024-04-17,25.85,2023-06-29-2023-07-19,20.45-23.16,Buy,156 days,22.34%,Rise by 13.23%,168.42%
2023-09-29,20.34,2023-09-29,20.34,2023-05-04-2023-09-14,20.86-23.42,Sell,0 days,-0.0%,Fall by 0%,168.42%
2023-10-02,19.42,2023-10-06,19.73,2023-06-29-2023-07-19,20.45-23.16,Sell,4 days,-1.6%,Fall by -3.09%,166.82%
2023-10-27,21.18,2023-10-30,21.34,2023-07-19-2023-10-04,19.42-22.92,Sell,1 days,-0.76%,Fall by 2.34%,166.07%
2023-11-06,21.08,2023-11-09,20.69,2023-05-04-2023-10-04,19.42-23.42,Sell,3 days,1.85%,Fall by -0.72%,167.92%
2023-12-08,21.1,2023-12-08,21.1,2023-06-09-2023-10-04,19.42-22.21,Sell,0 days,-0.0%,Fall by 0%,167.92%
2024-01-08,21.13,2024-04-17,25.85,2023-10-04-2023-12-01,18.97-23.37,Buy,72 days,22.34%,Rise by 13.23%,190.25%
2024-02-07,20.33,2024-03-13,22.79,2023-12-01-2024-01-22,20.41-23.05,Sell,25 days,-12.1%,Fall by -5.53%,178.15%
2024-02-13,20.2,2024-03-07,22.24,2023-06-29-2023-12-01,20.45-23.37,Sell,17 days,-10.1%,Fall by -8.14%,168.05%
2024-02-26,20.62,2024-02-26,20.62,2023-10-20-2024-01-22,20.41-21.16,Sell,0 days,-0.0%,Fall by 0%,168.05%
2024-04-25,25.06,2024-05-24,27.74,2024-01-22-2024-04-12,20.07-27.24,Buy,21 days,10.69%,Rise by 3.39%,178.75%
2024-06-06,28.53,2025-10-21,43.79,2023-10-04-2024-05-20,18.97-29.56,Buy,358 days,53.49%,Rise by 0.5%,232.24%
2024-06-07,26.67,2024-06-17,26.92,2024-01-22-2024-05-20,20.07-29.56,Sell,6 days,-0.94%,Fall by 9.62%,231.3%
2024-06-11,26.71,2024-06-17,26.92,2021-12-15-2024-05-20,19.8-29.56,Sell,4 days,-0.79%,Fall by 9.62%,230.51%
2024-06-13,26.43,2024-06-28,26.57,2023-10-04-2024-05-20,18.97-29.56,Sell,11 days,-0.53%,Fall by 8.43%,229.98%
2024-06-17,26.92,2025-06-13,32.97,2024-01-22-2024-05-20,20.07-29.56,Buy,259 days,22.47%,Rise by 8.34%,252.46%
2024-08-02,26.04,2024-08-05,24.86,2022-09-01-2024-05-20,16.19-29.56,Sell,1 days,4.53%,Fall by -2.49%,256.99%
2024-09-04,25.68,2024-09-04,25.68,2024-05-20-2024-08-07,24.77-28.41,Sell,0 days,-0.0%,Fall by 0%,256.99%
