Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2008-12-31,16.3,2009-09-30,23.54,Sell,194 days,Fall by 4.230000%,-44.42
2013-06-30,24.34,2016-03-31,28.47,Buy,717 days,Rise by 14.300000%,16.97
2018-06-30,43.03,2020-09-30,39.39,Buy,586 days,Rise by 27.190000%,-8.46
2025-03-31,61.71,2025-03-31,61.71,Buy,0 days,Rise by 18.470000%,0.0
