Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-04-12,109.694,2021-06-29,110.603,2021-01-06-2021-03-31,102.59-110.953,Buy,56 days,0.83%,Rise by -0.0%,0.83%
2021-05-10,108.572,2021-05-11,108.844,2021-03-31-2021-04-23,108.123-110.278,Sell,1 days,-0.25%,Fall by -0.72%,0.58%
2021-07-21,109.92,2021-10-26,113.765,2021-01-06-2021-07-02,102.59-111.656,Buy,69 days,3.5%,Rise by 1.44%,4.08%
2021-08-18,109.537,2021-08-26,109.976,2021-07-02-2021-08-04,109.646-111.155,Sell,6 days,-0.4%,Fall by 0.75%,3.68%
2021-12-01,113.299,2021-12-02,112.882,2021-10-20-2021-11-09,113.253-114.141,Sell,1 days,0.37%,Fall by -0.8%,4.04%
2021-12-02,112.882,2022-01-12,115.331,2021-08-04-2021-11-24,108.729-115.476,Buy,29 days,2.17%,Rise by 0.62%,6.21%
2021-12-15,113.743,2021-12-21,113.662,2021-10-20-2021-11-30,113.885-114.141,Sell,4 days,0.07%,Fall by -0.11%,6.28%
2021-12-21,113.662,2022-01-11,115.278,2021-01-06-2021-11-24,102.59-115.476,Buy,15 days,1.42%,Rise by 0.67%,7.71%
2022-01-18,114.571,2022-02-16,115.635,2021-08-04-2022-01-04,108.729-116.34,Buy,21 days,0.93%,Rise by 13.12%,8.63%
2022-02-04,114.957,2022-02-16,115.635,2022-01-04-2022-01-24,113.99-115.299,Sell,8 days,-0.59%,Fall by -10.56%,8.04%
2022-07-06,135.521,2022-07-26,136.431,2022-05-09-2022-05-24,128.05-130.15,Sell,14 days,-0.67%,Fall by -4.29%,7.37%
2022-08-04,133.962,2022-08-04,133.962,2021-08-04-2022-07-14,108.729-139.377,Buy,0 days,0.0%,Rise by 0%,7.37%
2022-09-14,144.404,2022-09-26,143.511,2022-07-14-2022-08-02,132.366-137.605,Sell,8 days,0.62%,Fall by 6.3%,7.99%
2022-10-31,147.812,2022-10-31,147.812,2022-08-02-2022-10-21,130.43-151.937,Buy,0 days,0.0%,Rise by 0%,7.99%
2022-11-17,139.322,2022-11-17,139.322,2021-01-06-2022-10-21,102.59-151.937,Buy,0 days,0.0%,Rise by 0%,7.99%
2022-12-07,136.886,2022-12-16,137.751,2021-01-06-2022-10-21,102.59-151.937,Sell,7 days,-0.63%,Fall by 7.06%,7.36%
2022-12-20,136.995,2022-12-21,131.892,2022-10-21-2022-12-02,135.976-146.32,Sell,1 days,3.72%,Fall by 2.93%,11.08%
2023-01-03,130.794,2023-01-05,132.246,2022-08-02-2022-10-21,130.43-151.937,Sell,2 days,-1.11%,Fall by 1.06%,9.97%
2023-02-13,131.551,2023-02-13,131.551,2022-07-14-2023-01-16,128.81-137.605,Sell,0 days,-0.0%,Fall by 0%,9.97%
2023-03-22,132.348,2023-06-02,138.748,2023-01-16-2023-03-08,127.254-137.896,Buy,52 days,4.84%,Rise by 4.35%,14.81%
2023-04-26,133.711,2023-04-28,133.802,2023-03-08-2023-03-24,130.919-136.506,Sell,2 days,-0.07%,Fall by -3.19%,14.74%
2023-07-18,138.729,2023-07-18,138.729,2023-01-16-2023-06-30,127.254-145.033,Buy,0 days,0.0%,Rise by 0%,14.74%
2023-08-24,144.673,2023-08-25,146.067,2023-06-30-2023-07-14,139.101-144.228,Sell,1 days,-0.96%,Fall by -1.55%,13.78%
2023-11-23,149.46,2024-07-09,160.857,2023-07-14-2023-11-13,137.315-151.903,Buy,163 days,7.63%,Rise by -10.02%,21.4%
2024-01-26,147.723,2024-02-05,148.501,2023-11-13-2023-12-28,141.652-151.24,Sell,6 days,-0.53%,Fall by 1.19%,20.88%
2024-05-07,154.237,2024-07-16,158.141,2023-12-28-2024-04-29,140.29-159.961,Buy,50 days,2.53%,Rise by -5.64%,23.41%
2024-07-16,158.141,2024-07-16,158.141,2023-12-28-2024-07-03,140.29-161.942,Buy,0 days,0.0%,Rise by 0%,23.41%
2024-07-29,154.139,2024-07-29,154.139,2021-08-04-2024-07-03,108.729-161.942,Buy,0 days,0.0%,Rise by 0%,23.41%
2024-08-05,145.584,2024-08-28,143.975,2021-01-06-2024-04-29,102.59-159.961,Sell,17 days,1.11%,Fall by 2.21%,24.51%
2024-08-06,145.79,2024-08-07,144.732,2021-08-04-2024-04-29,108.729-159.961,Sell,1 days,0.73%,Fall by 2.72%,25.24%
2024-08-07,144.732,2024-08-07,144.732,2021-08-04-2024-04-29,108.729-159.961,Buy,0 days,0.0%,Rise by 0%,25.24%
2024-08-08,146.124,2024-08-28,143.975,2021-08-04-2024-07-03,108.729-161.942,Sell,14 days,1.47%,Fall by 2.21%,26.71%
2024-08-22,145.118,2024-08-22,145.118,2024-04-29-2024-08-05,145.918-154.549,Sell,0 days,-0.0%,Fall by 0%,26.71%
2024-08-28,143.975,2024-08-28,143.975,2021-01-06-2024-04-29,102.59-159.961,Buy,0 days,0.0%,Rise by 0%,26.71%
2024-11-04,152.287,2024-11-04,152.287,2023-11-13-2024-09-16,140.899-151.24,Sell,0 days,-0.0%,Fall by 0%,26.71%
2025-01-17,155.356,2025-01-23,156.44,2024-11-15-2024-12-25,157.861-154.53,Sell,4 days,-0.7%,Fall by 3.35%,26.01%
2025-01-23,156.44,2025-01-23,156.44,2024-09-16-2025-01-10,139.578-158.857,Buy,0 days,0.0%,Rise by 0%,26.01%
2025-04-04,146.231,2025-04-08,147.789,2025-01-10-2025-03-11,148.114-157.225,Sell,2 days,-1.07%,Fall by 3.61%,24.95%
2025-05-19,145.298,2025-05-19,145.298,2025-01-10-2025-04-22,141.14-157.225,Sell,0 days,-0.0%,Fall by 0%,24.95%
2025-06-05,142.732,2025-08-07,147.193,2024-11-15-2025-04-22,141.14-154.53,Sell,45 days,-3.13%,Fall by 0.27%,21.82%
2025-06-30,144.517,2025-07-03,143.526,2025-05-12-2025-05-27,144.449-145.718,Sell,3 days,0.69%,Fall by -2.27%,22.51%
2025-08-18,147.264,2025-10-15,151.731,2025-04-22-2025-08-01,139.892-150.915,Buy,42 days,3.03%,Rise by 1.46%,25.54%
2025-10-03,147.15,2025-10-06,149.606,2024-07-03-2025-09-17,146.681-160.865,Sell,1 days,-1.67%,Fall by -2.9%,23.87%
2025-10-16,150.974,2025-10-16,150.974,2022-10-21-2025-09-17,146.681-146.32,Sell,0 days,-0.0%,Fall by 0%,23.87%
