Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-12-06,39.83,2025-02-18,64.45,575 days,2022-09-12/39.49,61.81%,61.81%,Rise by 31.94%,61.81%,
Buy,2025-07-23,70.35,2025-07-23,70.35,0 days,2025-05-14/67.88,0.00%,0.00%,Rise by 0%,61.81%,
