Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2020-02-27 - 2020-03-09,7 days,2020-03-13,30.01,2020-03-18,25.23,3 days,-15.9%,Rise by -14.53%,-15.9%,
Sell,2020-04-29 - 2020-04-30,1 days,2020-05-06,27.0,2020-05-07,27.49,1 days,-1.8%,Fall by -23.78%,-17.7%,
Sell,2020-06-05 - 2020-06-23,12 days,2020-06-26,30.88,2020-07-01,31.66,3 days,-2.5%,Fall by -8.23%,-20.3%,
Sell,2020-07-21 - 2020-07-28,5 days,2020-07-31,33.27,2020-08-06,33.94,4 days,-2.0%,Fall by -0.45%,-22.3%,
Sell,2020-08-26 - 2020-08-28,2 days,2020-09-03,34.99,2020-09-09,34.91,4 days,0.2%,Fall by 4.49%,-22.1%,
Sell,2021-01-12 - 2021-01-14,2 days,2021-01-22,43.85,2021-01-26,43.24,2 days,1.4%,Fall by 0.05%,-20.7%,
Sell,2021-02-16 - 2021-02-17,1 days,2021-02-22,45.06,2021-02-24,46.05,2 days,-2.2%,Fall by 1.91%,-22.9%,
Sell,2021-05-28 - 2021-06-04,5 days,2021-06-09,47.32,2021-06-21,46.9,8 days,0.9%,Fall by 2.83%,-22.0%,
Sell,2021-09-02 - 2021-09-03,1 days,2021-09-20,51.39,2021-09-23,52.71,3 days,-2.6%,Fall by -0.56%,-24.5%,
Buy,2021-11-23 - 2021-11-26,3 days,2021-12-01,49.62,2022-02-24,44.63,61 days,-10.1%,Rise by 1.49%,-34.6%,
Sell,2022-03-18 - 2022-03-29,7 days,2022-04-06,47.05,2022-04-20,45.73,10 days,2.8%,Fall by 10.84%,-31.8%,
Buy,2022-05-11 - 2022-05-16,3 days,2022-05-19,42.15,2022-08-01,44.36,52 days,5.2%,Rise by 7.73%,-26.5%,
Buy,2022-06-14 - 2022-06-17,3 days,2022-06-23,41.01,2022-07-28,43.61,25 days,6.3%,Rise by 10.73%,-20.2%,
Sell,2022-07-08 - 2022-07-21,9 days,2022-07-26,42.0,2022-07-27,43.01,1 days,-2.4%,Fall by -4.5%,-22.6%,
