Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-03-12,45.38,2020-03-13,49.16,Sell,0 days,Fall by -18.000000%,-8.33,
2020-09-04,59.39,2020-09-09,59.02,Sell,2 days,Fall by 5.250000%,0.62,
2020-12-02,67.11,2020-12-31,68.07,Buy,20 days,Rise by 6.820000%,1.43,
2020-12-11,67.79,2021-01-04,67.92,Buy,15 days,Rise by 5.750000%,0.19,
2020-12-21,64.93,2020-12-23,66.85,Sell,1 days,Fall by -0.830000%,-2.96,
2021-01-06,71.31,2021-09-13,63.95,Buy,177 days,Rise by -1.650000%,-10.32,
2021-07-21,61.6,2021-08-27,62.84,Buy,26 days,Rise by 0.750000%,2.01,
2021-10-20,64.49,2022-08-17,49.36,Buy,214 days,Rise by -10.060000%,-23.46,
2022-03-30,55.65,2022-08-17,49.36,Buy,99 days,Rise by -10.220000%,-11.3,
2022-04-12,53.51,2022-04-19,52.59,Sell,4 days,Fall by 12.750000%,1.72,
2022-08-04,49.24,2022-08-15,49.85,Buy,6 days,Rise by -2.420000%,1.24,
2022-09-02,46.87,2022-09-09,47.88,Sell,4 days,Fall by 10.770000%,-2.15,
2022-09-14,46.06,2022-09-22,44.75,Sell,5 days,Fall by 10.590000%,2.84,
2022-10-26,42.64,2022-11-03,42.81,Buy,5 days,Rise by 17.170000%,0.4,
2023-04-26,48.83,2023-04-28,49.92,Sell,1 days,Fall by 3.240000%,-2.23,
2023-05-24,48.85,2023-06-01,48.78,Sell,5 days,Fall by 2.850000%,0.14,
2023-06-13,48.07,2023-07-06,48.66,Buy,16 days,Rise by 6.700000%,1.23,
2023-07-03,49.08,2023-07-17,50.4,Buy,9 days,Rise by -10.000000%,2.69,
2023-07-31,50.0,2023-12-07,47.09,Buy,92 days,Rise by -10.060000%,-5.82,
2023-10-06,45.03,2023-12-01,47.21,Buy,39 days,Rise by 0.220000%,4.84,
2023-10-17,43.65,2023-11-08,43.97,Buy,15 days,Rise by 3.390000%,0.73,
2023-10-20,41.91,2023-10-31,41.64,Sell,6 days,Fall by -9.380000%,0.64,
2023-11-03,44.31,2023-11-29,46.12,Buy,17 days,Rise by 6.540000%,4.08,
2024-03-18,44.98,2024-04-17,44.66,Sell,21 days,Fall by 2.250000%,0.71,
2024-04-16,43.97,2024-04-29,45.32,Sell,8 days,Fall by -1.550000%,-3.07,
2024-04-19,44.0,2024-04-29,45.32,Sell,5 days,Fall by -1.480000%,-3.0,
2024-05-01,44.06,2024-05-03,45.75,Sell,1 days,Fall by -1.340000%,-3.84,
2024-05-06,45.48,2024-06-05,47.83,Buy,21 days,Rise by 5.170000%,5.17,
2024-09-18,49.18,2024-09-19,50.32,Sell,0 days,Fall by 4.580000%,-2.32,
2024-12-04,47.27,2024-12-13,45.78,Sell,6 days,Fall by 6.560000%,3.15,
2025-06-27,45.37,2025-07-07,45.5,Buy,5 days,Rise by 2.200000%,0.29,
