Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2011-01-09,33.28,2014-01-12,54.7,784 days,2010-10-17/33.25,64.39%,64.39%,Rise by 8.34%,64.39%,
Buy,2014-02-16,56.66,2024-03-31,90.7,2639 days,2014-01-19/55.41,60.08%,60.08%,Rise by 10.54%,124.47%,
Buy,2024-06-09,92.25,2024-06-09,92.25,0 days,2024-03-31/90.7,0.00%,0.00%,Rise by 0%,124.47%,
