Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-08-02,89.63,2022-12-15,69.77,97 days,2022-06-07/88.59,-22.16%,-22.16%,Rise by 13.89%,-22.16%,
Buy,2023-07-31,75.82,2023-08-15,59.47,11 days,2023-05-08/75.52,-21.56%,-21.56%,Rise by -16.55%,-43.72%,
Buy,2024-03-21,66.14,2024-03-21,66.14,0 days,2024-01-19/65.82,0.00%,0.00%,Rise by 0%,-43.72%,
