Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-05-01,50.85,2020-05-08,52.34,Sell,4 days,Fall by -8.340000%,-2.93,
2020-05-13,52.4,2020-05-18,53.0,Sell,2 days,Fall by -5.130000%,-1.15,
2020-10-29,58.58,2020-11-03,60.09,Sell,2 days,Fall by -14.360000%,-2.58,
2021-01-13,69.2,2021-02-11,71.11,Buy,20 days,Rise by 3.840000%,2.76,
2021-02-26,68.22,2021-03-12,68.94,Sell,9 days,Fall by 0.630000%,-1.06,
2021-03-04,67.61,2021-03-12,68.94,Sell,5 days,Fall by -0.270000%,-1.97,
2021-04-16,69.96,2021-09-09,72.89,Buy,103 days,Rise by -0.200000%,4.19,
2021-05-07,69.06,2021-09-07,72.56,Buy,86 days,Rise by 1.100000%,5.07,
2021-06-04,69.55,2021-09-08,72.25,Buy,67 days,Rise by -1.150000%,3.88,
2021-06-07,69.82,2021-09-09,72.89,Buy,67 days,Rise by -1.530000%,4.4,
2021-06-10,68.78,2021-06-23,67.52,Sell,8 days,Fall by 3.660000%,1.83,
2021-06-15,69.19,2021-09-07,72.56,Buy,59 days,Rise by -0.640000%,4.87,
2021-08-12,68.43,2021-09-07,72.56,Buy,17 days,Rise by 8.320000%,6.04,
2021-09-07,72.56,2021-09-14,73.4,Buy,4 days,Rise by -4.730000%,1.16,
2021-10-29,68.4,2021-11-04,70.27,Buy,3 days,Rise by -0.600000%,2.73,
2021-12-01,65.98,2021-12-07,68.97,Sell,3 days,Fall by -1.000000%,-4.53,
2021-12-08,68.89,2022-12-07,54.75,Buy,259 days,Rise by -1.310000%,-20.53,
2022-01-27,62.51,2022-01-31,64.08,Sell,1 days,Fall by 6.930000%,-2.51,
2022-07-28,55.63,2022-08-15,57.26,Buy,11 days,Rise by 2.930000%,2.93,
2022-07-29,56.15,2022-08-16,56.99,Buy,11 days,Rise by 1.980000%,1.5,
2022-10-05,50.78,2022-11-10,53.87,Buy,25 days,Rise by 10.630000%,6.09,
2022-10-07,49.81,2022-10-13,49.17,Sell,3 days,Fall by -7.270000%,1.28,
2022-11-11,54.94,2022-11-29,55.19,Buy,11 days,Rise by 2.260000%,0.46,
2023-04-06,57.81,2023-04-18,58.96,Sell,7 days,Fall by -0.810000%,-1.99,
2023-04-26,58.36,2023-05-09,60.04,Sell,8 days,Fall by -1.680000%,-2.88,
2023-09-08,61.61,2023-09-14,63.34,Sell,3 days,Fall by 5.710000%,-2.81,
2023-09-21,61.63,2023-09-29,60.29,Sell,5 days,Fall by 6.960000%,2.17,
2023-09-27,61.03,2023-10-04,58.09,Sell,4 days,Fall by 6.050000%,4.82,
2023-10-03,58.73,2023-10-06,59.38,Sell,2 days,Fall by 2.370000%,-1.11,
2023-10-13,59.58,2023-10-24,58.36,Sell,6 days,Fall by -4.100000%,2.05,
2023-11-02,60.95,2023-11-17,62.35,Buy,10 days,Rise by 3.710000%,2.3,
2024-01-19,65.9,2024-02-05,66.19,Buy,10 days,Rise by 8.300000%,0.44,
2024-03-19,70.92,2024-07-15,71.06,Buy,83 days,Rise by -1.760000%,0.2,
2024-04-17,67.09,2024-05-02,68.47,Sell,10 days,Fall by -0.570000%,-2.06,
2024-08-02,64.65,2024-08-08,65.53,Sell,3 days,Fall by -5.320000%,-1.36,
2024-09-25,70.95,2024-09-26,72.99,Sell,0 days,Fall by 6.030000%,-2.88,
2024-09-30,71.54,2024-10-10,70.9,Sell,7 days,Fall by 6.810000%,0.89,
2025-03-19,71.7,2025-05-08,71.83,Buy,35 days,Rise by -14.210000%,0.18,
2025-04-04,61.51,2025-04-09,66.34,Sell,2 days,Fall by -16.660000%,-7.85,
2025-04-28,71.74,2025-05-08,71.83,Buy,7 days,Rise by 4.600000%,0.13,
2025-06-02,75.04,2025-08-11,77.79,Buy,49 days,Rise by 0.320000%,3.66,
2025-08-21,78.7,2025-09-08,80.96,Sell,11 days,Fall by 0.430000%,-2.87,
