Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
1978-12-31,1.5,1979-06-30,1.7188,1974-12-31-1978-09-30,0.8281-2.125,Sell,129 days,-14.59%,Fall by 17.27%,-14.59%
1981-06-30,2.0469,1981-09-30,1.6875,1980-03-31-1981-06-30,1.25-2.25,Sell,66 days,17.56%,Fall by 5.55%,2.97%
1983-03-31,2.9375,1990-12-31,5.7188,1980-03-31-1981-06-30,1.25-2.25,Buy,2022 days,94.68%,Rise by 138.79%,97.65%
1983-09-30,3.25,1984-06-30,3.0,1982-09-30-1983-06-30,1.4688-3.7344,Sell,195 days,7.69%,Fall by -46.35%,105.35%
1984-06-30,3.0,1984-09-30,3.7188,1974-12-31-1983-06-30,0.8281-3.7344,Sell,64 days,-23.96%,Fall by -18.06%,81.39%
1986-09-30,5.6562,1986-12-31,5.375,1982-09-30-1986-06-30,1.4688-6.9375,Sell,66 days,4.97%,Fall by 19.77%,86.36%
1987-12-31,4.3125,1988-03-31,4.9375,1982-09-30-1987-09-30,1.4688-7.2812,Sell,65 days,-14.49%,Fall by -89.87%,71.87%
1988-06-30,6.0625,1988-06-30,6.0625,1974-12-31-1986-06-30,0.8281-6.9375,Buy,0 days,0.0%,Rise by 0%,71.87%
1989-12-31,11.5625,1990-03-31,9.6875,1987-12-31-1989-09-30,3.875-13.75,Sell,64 days,16.22%,Fall by 40.97%,88.08%
1991-06-30,8.9375,2007-12-31,41.26,1982-09-30-1986-06-30,1.4688-6.9375,Buy,4305 days,361.65%,Rise by -15.17%,449.73%
1993-06-30,12.4062,1994-03-31,11.4375,1990-12-31-1993-03-31,4.2188-14.5,Sell,196 days,7.81%,Fall by 1.37%,457.54%
1993-12-31,12.25,1994-03-31,11.4375,1982-09-30-1993-03-31,1.4688-14.5,Sell,64 days,6.63%,Fall by 1.37%,464.17%
1994-09-30,12.25,1999-06-30,36.6562,1982-09-30-1989-09-30,1.4688-13.75,Buy,1238 days,199.23%,Rise by -28.47%,663.41%
1994-12-31,11.2812,1995-03-31,12.6875,1980-03-31-1993-03-31,1.25-14.5,Sell,64 days,-12.47%,Fall by -154.43%,650.94%
1995-06-30,13.4062,1995-06-30,13.4062,1980-03-31-1989-09-30,1.25-13.75,Buy,0 days,0.0%,Rise by 0%,650.94%
1998-09-30,26.75,1998-12-31,30.0625,1982-09-30-1998-09-30,1.4688-44.2188,Sell,66 days,-12.38%,Fall by 16.53%,638.56%
1999-09-30,27.8438,1999-12-31,25.0938,1994-12-31-1998-09-30,10.8438-44.2188,Sell,66 days,9.88%,Fall by -35.53%,648.43%
2001-06-30,30.015,2001-06-30,30.015,1994-12-31-1998-09-30,10.8438-44.2188,Buy,0 days,0.0%,Rise by 0%,648.43%
2002-09-30,31.9,2003-06-30,39.515,2000-12-31-2002-06-30,18.1562-38.545,Sell,195 days,-23.87%,Fall by -6.54%,624.56%
2003-06-30,39.515,2006-03-31,45.54,1974-12-31-1998-09-30,0.8281-44.2188,Buy,719 days,15.25%,Rise by -47.58%,639.81%
2007-12-31,41.26,2008-03-31,37.91,2005-09-30-2006-12-31,41.13-55.08,Sell,65 days,8.12%,Fall by 62.86%,647.93%
2008-03-31,37.91,2008-06-30,23.87,2000-12-31-2006-12-31,18.1562-55.08,Sell,65 days,37.04%,Fall by 71.43%,684.96%
2008-06-30,23.87,2008-09-30,35.0,2000-12-31-2004-12-31,18.1562-47.47,Sell,66 days,-46.63%,Fall by 62.29%,638.34%
2009-09-30,16.92,2009-09-30,16.92,2000-12-31-2004-12-31,18.1562-47.47,Buy,0 days,0.0%,Rise by 0%,638.34%
2010-06-30,14.37,2010-09-30,13.1,2009-03-31-2010-06-30,2.53-19.86,Sell,66 days,8.84%,Fall by 16.34%,647.17%
2011-09-30,6.12,2011-09-30,6.12,1987-09-30-2009-03-31,14.81-5.9375,Sell,0 days,-0.0%,Fall by 0%,647.17%
2012-06-30,8.18,2016-09-30,15.65,1987-12-31-1989-09-30,3.875-13.75,Buy,1109 days,91.32%,Rise by 91.63%,738.5%
2016-09-30,15.65,2016-09-30,15.65,2009-03-31-2010-06-30,2.53-19.86,Buy,0 days,0.0%,Rise by 0%,738.5%
2018-12-31,24.64,2019-03-31,27.59,2009-03-31-2018-03-31,2.53-33.05,Sell,64 days,-11.97%,Fall by 23.05%,726.52%
2019-06-30,29.0,2019-06-30,29.0,1989-09-30-2009-03-31,14.81-11.3438,Sell,0 days,-0.0%,Fall by 0%,726.52%
2020-03-31,21.23,2020-06-30,23.75,2018-12-31-2019-12-31,22.66-35.72,Sell,65 days,-11.87%,Fall by -27.16%,714.65%
2020-09-30,24.09,2022-12-31,33.12,2009-03-31-2018-03-31,2.53-33.05,Buy,587 days,37.48%,Rise by -17.33%,752.14%
2022-03-31,41.22,2022-06-30,31.13,2018-12-31-2022-03-31,22.66-50.11,Sell,65 days,24.48%,Fall by 12.05%,776.62%
2022-06-30,31.13,2023-03-31,28.6,2009-03-31-2022-03-31,2.53-50.11,Sell,196 days,8.13%,Fall by -65.45%,784.74%
2023-03-31,28.6,2023-09-30,27.38,2020-03-31-2022-03-31,17.95-50.11,Sell,130 days,4.27%,Fall by -95.22%,789.01%
2024-06-30,39.77,2024-06-30,39.77,2020-03-31-2022-03-31,17.95-50.11,Buy,0 days,0.0%,Rise by 0%,789.01%
2025-11-03,53.45,2025-11-03,53.45,2018-12-31-2022-03-31,22.66-50.11,Buy,0 days,0.0%,Rise by 0%,789.01%
