Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2012-06-03,0.7780,2012-06-17,0.8011,9 days,2.97%,2.9692%,Rise by 5.98%,2.9692%
Buy,2014-10-12,0.8786,2014-10-19,0.8942,4 days,1.78%,1.7756%,Rise by 6.7%,4.7447%
Buy,2015-05-31,0.8922,2015-07-05,0.8431,24 days,-5.50%,-5.5033%,Rise by -2.99%,-0.7585%
Buy,2015-09-27,0.8441,2015-10-11,0.8661,9 days,2.61%,2.6063%,Rise by 12.62%,1.8478%
Buy,2017-09-24,0.8994,2018-02-18,0.9235,104 days,2.68%,2.6796%,Rise by 5.49%,4.5273%
Buy,2018-08-26,0.8680,2018-11-11,0.8871,54 days,2.20%,2.2005%,Rise by 6.15%,6.7278%
Buy,2022-02-06,0.8447,2022-03-06,0.8626,19 days,2.12%,2.1191%,Rise by -2.79%,8.8469%
Buy,2022-05-22,0.8179,2022-10-09,0.7777,99 days,-4.92%,-4.9150%,Rise by 0.39%,3.9319%
