Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-12-06,34.45,2016-05-08,30.26,2015-11-29,Buy,22 Weeks,-12.16%,Rise by -12.54%,-12.16%,Normal Case,
2015-12-13,33.73,2016-05-08,30.26,2015-12-06,Buy,21 Weeks,-10.29%,Rise by -10.67%,-22.45%,Normal Case,
2015-12-27,34.59,2016-05-08,30.26,2015-12-13,Buy,19 Weeks,-12.52%,Rise by -12.89%,-34.97%,Normal Case,
2016-05-22,31.18,2017-01-29,29.68,2016-05-08,Buy,36 Weeks,-4.81%,Rise by -10.13%,-39.78%,Normal Case,
2016-07-03,32.86,2017-01-29,29.68,2016-06-26,Buy,30 Weeks,-9.68%,Rise by -10.89%,-49.46%,Normal Case,
2016-08-21,31.75,2017-01-29,29.68,2016-08-14,Buy,23 Weeks,-6.52%,Rise by -11.31%,-55.98%,Normal Case,
2016-09-11,30.55,2017-01-29,29.68,2016-09-04,Buy,20 Weeks,-2.85%,Rise by -10.97%,-58.82%,Normal Case,
2016-11-13,29.61,2017-01-29,29.68,2016-10-30,Buy,11 Weeks,0.24%,Rise by 0.57%,-58.59%,Normal Case,
2017-01-01,28.53,2017-03-19,31.72,2016-12-25,Buy,11 Weeks,11.18%,Rise by 13.63%,-47.41%,Normal Case,
2017-01-29,29.68,2017-05-14,33.75,2017-01-22,Buy,15 Weeks,13.71%,Rise by 15.8%,-33.69%,Normal Case,
2017-03-12,32.04,2017-05-14,33.75,2017-03-05,Buy,9 Weeks,5.34%,Rise by 7.27%,-28.36%,Normal Case,
2017-03-26,31.91,2017-09-24,32.02,2017-03-19,Buy,26 Weeks,0.34%,Rise by 7.71%,-28.01%,Normal Case,
2017-04-02,32.03,2017-09-24,32.02,2017-03-26,Buy,25 Weeks,-0.03%,Rise by 7.31%,-28.04%,Normal Case,
2017-05-21,34.3,2017-09-24,32.02,2017-05-14,Buy,18 Weeks,-6.65%,Rise by -6.65%,-34.69%,Normal Case,
