Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2016-02-07,187.95,2016-05-08,205.72,2016-01-31,Buy,13 Weeks,9.45%,Rise by 11.18%,9.45%,Normal Case
2016-02-14,186.63,2016-05-08,205.72,2016-01-24,Buy,12 Weeks,10.23%,Rise by 11.97%,19.68%,Absolute Extrema Case
2016-02-21,192.0,2016-05-08,205.72,2016-02-07,Buy,11 Weeks,7.15%,Rise by 8.84%,26.83%,Normal Case
2016-05-08,205.72,2016-09-11,213.28,2016-04-17,Buy,18 Weeks,3.67%,Rise by 6.23%,30.5%,Normal Case
2017-01-15,227.05,2017-03-19,237.03,2016-12-25,Buy,9 Weeks,4.4%,Rise by 5.01%,34.9%,Normal Case
2017-03-19,237.03,2017-06-25,243.13,2017-03-05,Buy,14 Weeks,2.57%,Rise by 3.01%,37.47%,Normal Case
2017-05-21,238.31,2017-08-27,244.56,2017-04-30,Buy,14 Weeks,2.62%,Rise by 20.26%,40.1%,Normal Case
2017-08-20,242.71,2018-02-11,261.5,2015-11-22,Buy,25 Weeks,7.74%,Rise by 18.08%,47.84%,Tangent Case
2017-11-19,257.86,2018-02-11,261.5,2015-11-29,Buy,12 Weeks,1.41%,Rise by 11.14%,49.25%,Tangent Case
2019-03-31,282.48,2019-08-11,291.62,2015-12-13,Buy,19 Weeks,3.24%,Rise by 6.91%,52.48%,Tangent Case
2019-06-30,293.0,2019-10-06,294.35,2015-12-27,Buy,14 Weeks,0.46%,Rise by 15.22%,52.95%,Tangent Case
2019-12-08,314.87,2020-03-08,297.46,2016-01-03,Buy,13 Weeks,-5.53%,Rise by 7.22%,47.42%,Tangent Case
2020-06-21,308.64,2020-09-20,330.65,2020-05-31,Buy,13 Weeks,7.13%,Rise by 13.59%,54.55%,Normal Case
2021-08-22,443.36,2021-12-12,470.74,2021-08-08,Buy,16 Weeks,6.18%,Rise by 7.13%,60.72%,Normal Case
2021-12-05,453.42,2022-04-17,437.79,2016-02-14,Buy,19 Weeks,-3.45%,Rise by -0.11%,57.28%,Tangent Case
2024-03-10,511.72,2024-08-04,532.9,2024-03-03,Buy,21 Weeks,4.14%,Rise by 9.43%,61.42%,Normal Case
2024-03-17,509.83,2024-08-04,532.9,2016-03-13,Buy,20 Weeks,4.53%,Rise by 9.84%,65.94%,Tangent Case
2024-07-07,554.64,2024-11-03,571.04,2024-06-30,Buy,17 Weeks,2.96%,Rise by 9.59%,68.9%,Normal Case
2024-11-24,595.51,2025-02-09,600.77,2016-03-20,Buy,11 Weeks,0.88%,Rise by 2.38%,69.78%,Tangent Case
2025-08-10,637.18,2025-08-10,637.18,2016-04-03,Buy,0 Weeks,0.0%,Rise by 0%,69.78%,Tangent Case
2025-09-07,647.24,2025-09-07,647.24,2025-08-17,Buy,0 Weeks,0.0%,Rise by 0%,69.78%,Normal Case
