Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2020-04-01,60.2275,2020-08-11,109.375,Buy,94 Days,-11.04,Rise by 19.15%,81.6%,81.6%,
2021-06-01,124.28,2021-08-20,148.19,Buy,58 Days,-3.54,Rise by 4.99%,19.24%,100.84%,
2022-10-03,142.45,2023-02-08,151.92,Buy,92 Days,-4.56,Rise by 6.94%,6.65%,107.49%,
2023-01-03,125.07,2023-03-27,158.28,Buy,59 Days,-4.54,Rise by 8.69%,26.55%,134.04%,
2024-04-01,170.03,2024-05-31,192.25,Buy,44 Days,-3.5,Rise by 3.83%,13.07%,147.11%,
2025-04-01,223.19,2025-07-10,212.41,Buy,72 Days,-4.03,Rise by -22.75%,-4.83%,142.28%,
