Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2010-12-05,548.67,2013-07-28,887.25,689 days,2010-11-07/534.575,61.71%,61.71%,Rise by 10.42%,61.71%,
Buy,2013-09-01,1016.6,2018-04-22,1701.22,1209 days,2013-08-04/922.925,67.34%,67.34%,Rise by 12.18%,129.05%,
Buy,2018-08-19,2012.75,2021-01-17,3233.35,629 days,2018-07-22/1996.6,60.64%,60.64%,Rise by -10.61%,189.70%,
Buy,2021-04-11,3322.25,2021-04-11,3322.25,0 days,2021-01-24/3303.1001,0.00%,0.00%,Rise by 0%,189.70%,
