Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-02-16,141.71,2021-02-19,142.02,2020-12-21-2021-01-27,132.86-142.51,Sell,3 days,-0.22%,Fall by 9.42%,-0.22%,
2021-03-25,128.64,2021-03-25,128.64,2020-12-21-2021-03-05,133.68-142.51,Sell,0 days,-0.0%,Fall by 0%,-0.22%,
2021-04-14,132.26,2021-04-14,132.26,2020-12-21-2021-03-25,129.39-142.51,Sell,0 days,-0.0%,Fall by 0%,-0.22%,
2021-04-16,134.31,2021-11-10,168.26,2021-01-27-2021-03-18,130.27-146.66,Buy,148 days,25.28%,Rise by 0.31%,25.06%,
2021-04-20,127.11,2021-05-21,132.66,2021-01-27-2021-03-18,130.27-146.66,Sell,23 days,-4.37%,Fall by 3.2%,20.69%,
2021-07-21,161.08,2021-09-10,163.59,2021-05-07-2021-06-18,129.03-134.72,Sell,37 days,-1.56%,Fall by 11.18%,19.13%,
2021-08-23,169.72,2021-11-10,168.26,2021-03-25-2021-08-06,125.44-174.38,Buy,57 days,-0.86%,Rise by 0.31%,18.27%,
2021-11-12,169.09,2021-11-15,168.85,2021-08-06-2021-10-01,148.0-172.7,Sell,1 days,0.14%,Fall by 7.03%,18.42%,
2021-12-03,170.24,2021-12-03,170.24,2021-10-01-2021-11-05,144.37-179.1,Buy,0 days,0.0%,Rise by 0%,18.42%,
2022-01-06,161.04,2022-01-10,150.44,2021-11-05-2021-12-20,159.6-175.5,Sell,2 days,6.58%,Fall by 12.11%,25.0%,
2022-01-19,145.11,2022-01-26,143.99,2021-01-27-2021-11-05,130.27-179.1,Sell,5 days,0.77%,Fall by 13.58%,25.77%,
2022-01-20,142.73,2022-01-26,143.99,2021-10-01-2021-11-05,144.37-179.1,Sell,4 days,-0.88%,Fall by 13.58%,24.89%,
