Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
FRACTAL TRACK,EURUSD=X,Long,Daily,2025-05-05,1.1323,2025-07-04,1.1771,3.956548617857454,44,92.0,25,276,
FRACTAL TRACK,EURUSD=X,Long,Daily,2023-08-01,1.0998,2025-04-17,1.1397,3.6279323513365904,447,92.0,25,276,
