Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2023-01-26,350.41,2024-06-12,571.52,359 days,2022-12-01/349.17,63.10%,63.10%,Rise by 6.1%,63.10%,
Buy,2024-10-14,607.88,2025-04-04,478.6,124 days,2024-07-10/606.85,-21.27%,-21.27%,Rise by 2.91%,41.83%,
Buy,2025-06-25,652.02,2025-06-25,652.02,0 days,2024-12-16/647.97,0.00%,0.00%,Rise by 0%,41.83%,
