Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2006-03-31,50.94,2008-12-31,34.05,718 days,2005-12-31/48.38,-33.16%,-33.16%,Rise by 18.96%,-33.16%,
Buy,2010-03-31,56.18,2014-03-31,91.53,1043 days,2009-12-31/54.87,62.92%,62.92%,Rise by 14.33%,29.77%,
Buy,2014-06-30,96.79,2017-12-31,164.73,914 days,2014-03-31/91.53,70.19%,70.19%,Rise by 10.05%,99.96%,
Buy,2018-03-31,171.0,2020-06-30,278.71,586 days,2017-12-31/164.73,62.99%,62.99%,Rise by 62.99%,162.95%,
Buy,2020-09-30,311.45,2024-03-31,524.34,912 days,2020-06-30/278.71,68.35%,68.35%,Rise by 47.11%,231.30%,
Buy,2024-06-30,576.59,2024-06-30,576.59,0 days,2024-03-31/524.34,0.00%,0.00%,Rise by 0%,231.30%,
