Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-07-07,251.97,2021-07-08,244.29,2021-04-14-2021-05-19,229.0-310.0,Sell,1 days,3.05%,Fall by 7.78%,3.05%,
2021-08-18,244.39,2021-08-23,256.0,2021-06-29-2021-07-19,221.89-250.01,Sell,3 days,-4.75%,Fall by 10.22%,-1.7%,
2021-11-16,342.12,2021-11-18,323.57,2021-08-11-2021-10-04,233.1-274.35,Sell,2 days,5.42%,Fall by 17.9%,3.72%,
2021-11-18,323.57,2021-11-24,312.38,2021-10-04-2021-11-09,224.51-368.9,Sell,4 days,3.46%,Fall by 15.52%,7.18%,
2021-11-30,315.0,2021-11-30,315.0,2021-10-04-2021-11-09,224.51-368.9,Buy,0 days,0.0%,Rise by 0%,7.18%,
2022-02-17,191.92,2022-02-22,176.76,2021-06-29-2022-01-28,181.75-250.01,Sell,3 days,7.9%,Fall by 13.33%,15.08%,
2022-04-05,177.17,2022-04-06,166.84,2021-08-11-2022-03-15,156.42-274.35,Sell,1 days,5.83%,Fall by 17.69%,20.91%,
2022-08-11,84.0,2022-08-19,74.06,2022-05-12-2022-08-04,40.83-116.3,Sell,6 days,11.83%,Fall by 11.88%,32.74%,
2022-08-24,71.48,2024-02-22,170.91,2022-05-12-2022-08-04,40.83-116.3,Buy,391 days,139.1%,Rise by 63.66%,171.84%,
2022-12-12,42.6,2022-12-13,38.69,2022-10-26-2022-11-21,44.64-73.1,Sell,1 days,9.18%,Fall by 15.92%,181.02%,
2023-02-08,69.44,2023-02-09,59.63,2023-01-06-2023-02-03,31.55-87.63,Sell,1 days,14.13%,Fall by 10.38%,195.15%,
2023-02-10,57.09,2023-02-10,57.09,2022-08-04-2022-11-21,44.64-86.79,Sell,0 days,-0.0%,Fall by 0%,195.15%,
2023-02-24,58.44,2023-02-28,64.83,2022-03-29-2023-01-06,33.75-194.05,Sell,2 days,-10.93%,Fall by 6.25%,184.21%,
2023-03-29,65.3,2023-04-04,62.54,2023-02-03-2023-03-13,61.1-73.02,Sell,4 days,4.23%,Fall by 12.46%,188.44%,
2023-04-11,70.19,2025-07-23,397.81,2023-01-06-2023-02-03,31.55-87.63,Buy,596 days,466.76%,Rise by -23.69%,655.2%,
2023-04-18,67.26,2023-04-19,64.44,2022-10-26-2023-01-06,33.75-73.1,Sell,1 days,4.19%,Fall by 24.75%,659.4%,
2023-05-17,61.04,2023-05-19,56.78,2023-03-22-2023-04-06,62.74-76.86,Sell,2 days,6.98%,Fall by 10.95%,666.37%,
2023-06-08,54.9,2023-06-12,50.56,2023-03-22-2023-05-04,50.47-76.86,Sell,2 days,7.91%,Fall by -44.76%,674.28%,
2023-07-21,100.82,2023-07-21,100.82,2023-03-22-2023-06-06,52.38-76.86,Sell,0 days,-0.0%,Fall by 0%,674.28%,
2023-07-24,98.85,2023-07-27,92.69,2023-06-06-2023-07-14,46.43-114.43,Sell,3 days,6.23%,Fall by 10.03%,680.51%,
2023-07-26,99.75,2023-07-26,99.75,2023-01-06-2023-07-14,31.55-114.43,Buy,0 days,0.0%,Rise by 0%,680.51%,
2023-07-27,92.69,2023-08-04,87.31,2023-01-06-2023-07-14,31.55-114.43,Sell,6 days,5.8%,Fall by 16.17%,686.32%,
2023-08-09,84.34,2025-07-24,396.7,2023-06-06-2023-07-14,46.43-114.43,Buy,511 days,370.36%,Rise by -21.66%,1056.67%,
2023-09-07,81.79,2023-09-19,78.13,2023-07-14-2023-08-21,76.03-101.22,Sell,8 days,4.47%,Fall by 9.41%,1061.15%,
2023-10-31,77.12,2023-11-03,85.8,2023-07-14-2023-09-25,72.36-101.22,Sell,3 days,-11.26%,Fall by -86.92%,1049.89%,
2024-01-02,156.88,2024-01-05,153.98,2023-09-25-2023-12-28,69.63-187.39,Sell,3 days,1.85%,Fall by 16.74%,1051.74%,
2024-01-05,153.98,2024-01-05,153.98,2021-04-14-2022-11-21,44.64-310.0,Sell,0 days,-0.0%,Fall by 0%,1051.74%,
2024-01-11,141.16,2024-01-12,130.78,2023-06-06-2023-12-28,46.43-187.39,Sell,1 days,7.35%,Fall by 10.31%,1059.09%,
2024-01-23,124.19,2024-01-23,124.19,2023-06-06-2023-12-28,46.43-187.39,Buy,0 days,0.0%,Rise by 0%,1059.09%,
2024-02-05,117.3,2024-02-05,117.3,2021-08-11-2022-11-21,44.64-274.35,Sell,0 days,-0.0%,Fall by 0%,1059.09%,
2024-02-09,141.99,2024-02-09,141.99,2023-09-25-2023-12-28,69.63-187.39,Buy,0 days,0.0%,Rise by 0%,1059.09%,
2024-03-18,239.62,2024-03-19,230.12,2023-12-28-2024-02-07,124.4-177.75,Sell,1 days,3.96%,Fall by 11.38%,1063.06%,
2024-04-02,245.84,2024-04-02,245.84,2021-04-14-2022-05-12,60.3-310.0,Sell,0 days,-0.0%,Fall by 0%,1063.06%,
2024-04-04,249.61,2024-11-25,312.22,2023-09-25-2024-03-25,69.63-283.48,Buy,167 days,25.08%,Rise by -10.36%,1088.14%,
2024-04-15,223.41,2024-04-17,213.78,2023-09-25-2024-03-25,69.63-283.48,Sell,2 days,4.31%,Fall by 6.83%,1092.45%,
2024-04-16,218.83,2024-04-18,218.08,2024-02-07-2024-03-25,114.51-283.48,Sell,2 days,0.34%,Fall by 8.67%,1092.8%,
2024-04-18,218.08,2024-04-18,218.08,2021-08-11-2023-01-06,33.75-274.35,Sell,0 days,-0.0%,Fall by 0%,1092.8%,
2024-05-03,223.25,2024-11-26,293.29,2024-02-07-2024-03-25,114.51-283.48,Buy,147 days,31.37%,Rise by -12.86%,1124.17%,
2024-05-16,199.17,2024-11-26,293.29,2023-06-06-2024-03-25,46.43-283.48,Buy,138 days,47.26%,Rise by -12.86%,1171.42%,
2024-06-04,244.2,2025-07-02,354.45,2023-01-06-2024-03-25,31.55-283.48,Buy,281 days,45.15%,Rise by 18.43%,1216.57%,
2024-07-09,219.97,2024-07-15,242.85,2024-06-06-2024-06-24,221.44-248.75,Sell,4 days,-10.4%,Fall by 12.44%,1206.17%,
2024-07-10,219.56,2024-07-15,242.85,2024-05-14-2024-06-06,194.93-263.8,Sell,3 days,-10.61%,Fall by 12.44%,1195.56%,
2024-07-29,234.2,2024-11-25,312.22,2024-05-14-2024-06-06,194.93-263.8,Buy,85 days,33.31%,Rise by -10.36%,1228.88%,
2024-08-07,178.91,2024-08-13,197.94,2024-05-14-2024-07-23,194.93-272.55,Sell,4 days,-10.64%,Fall by 14.55%,1218.24%,
2024-08-30,183.36,2024-09-03,169.13,2024-06-06-2024-08-05,197.88-248.75,Sell,2 days,7.76%,Fall by 3.57%,1226.0%,
2024-10-04,170.91,2024-10-10,164.27,2024-06-06-2024-09-06,164.15-248.75,Sell,4 days,3.89%,Fall by -9.12%,1229.89%,
2024-10-25,205.04,2024-10-25,205.04,2024-03-25-2024-08-05,197.88-260.25,Sell,0 days,-0.0%,Fall by 0%,1229.89%,
2024-11-05,193.96,2024-11-06,254.31,2024-07-23-2024-09-06,164.15-257.29,Sell,1 days,-31.11%,Fall by 2.36%,1198.77%,
2024-11-27,310.98,2024-11-29,296.2,2024-03-25-2024-09-06,164.15-260.25,Sell,2 days,4.75%,Fall by 10.29%,1203.52%,
2024-12-10,302.42,2024-12-18,279.86,2024-05-14-2024-12-06,194.93-349.75,Sell,6 days,7.46%,Fall by 10.24%,1210.98%,
2024-12-18,279.86,2024-12-23,268.15,2024-02-07-2024-12-06,114.51-349.75,Sell,3 days,4.18%,Fall by 12.22%,1215.17%,
2024-12-19,273.92,2024-12-30,255.56,2023-06-06-2024-12-06,46.43-349.75,Sell,7 days,6.7%,Fall by 11.15%,1221.87%,
2024-12-23,268.15,2024-12-30,255.56,2024-09-06-2024-12-06,146.12-349.75,Sell,5 days,4.7%,Fall by 11.15%,1226.57%,
2024-12-24,279.62,2024-12-24,279.62,2024-02-07-2024-12-06,114.51-349.75,Buy,0 days,0.0%,Rise by 0%,1226.57%,
2025-01-03,270.65,2025-01-03,270.65,2024-09-06-2024-12-06,146.12-349.75,Buy,0 days,0.0%,Rise by 0%,1226.57%,
