Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,104.1,2016-04-17,105.54,2015-11-15,Buy,21 Weeks,1.38%,Rise by -12.21%,1.38%,Absolute Extrema Case
2016-02-07,95.37,2016-04-17,105.54,2016-01-31,Buy,10 Weeks,10.66%,Rise by 10.66%,12.05%,Normal Case
2016-02-14,97.25,2016-04-17,105.54,2016-01-24,Buy,9 Weeks,8.52%,Rise by 8.52%,20.57%,Absolute Extrema Case
2016-02-14,97.25,2016-04-17,105.54,2016-02-07,Buy,9 Weeks,8.52%,Rise by 8.52%,29.1%,Normal Case
2016-03-06,100.4,2016-05-08,102.11,2015-12-20,Buy,9 Weeks,1.7%,Rise by 10.59%,30.8%,Local Extrema Case
2016-06-19,105.02,2017-01-01,114.64,2016-06-12,Buy,28 Weeks,9.16%,Rise by 13.88%,39.96%,Normal Case
2016-06-26,104.41,2017-01-01,114.64,2016-06-19,Buy,27 Weeks,9.8%,Rise by 14.55%,49.76%,Normal Case
2016-08-07,108.79,2017-01-01,114.64,2016-07-31,Buy,21 Weeks,5.38%,Rise by 9.94%,55.13%,Normal Case
2016-08-21,110.57,2017-01-01,114.64,2016-08-14,Buy,19 Weeks,3.68%,Rise by 8.17%,58.82%,Normal Case
2016-09-04,109.59,2017-01-01,114.64,2016-08-28,Buy,17 Weeks,4.61%,Rise by 9.13%,63.42%,Normal Case
2016-10-16,108.42,2017-01-01,114.64,2016-09-25,Buy,11 Weeks,5.74%,Rise by 10.31%,69.16%,Normal Case
2016-11-06,106.94,2017-05-14,104.13,2016-10-30,Buy,27 Weeks,-2.63%,Rise by 10.68%,66.53%,Normal Case
2017-01-29,118.09,2017-05-14,104.13,2017-01-22,Buy,15 Weeks,-11.82%,Rise by -11.04%,54.71%,Normal Case
2017-03-19,108.15,2017-08-13,111.44,2017-03-05,Buy,21 Weeks,3.04%,Rise by 11.65%,57.75%,Normal Case
2017-07-02,110.59,2017-10-22,119.76,2017-06-25,Buy,16 Weeks,8.29%,Rise by 9.19%,66.05%,Normal Case
2017-08-13,111.44,2017-10-22,119.76,2017-08-06,Buy,10 Weeks,7.47%,Rise by 8.35%,73.51%,Normal Case
2017-08-20,113.34,2017-10-22,119.76,2015-11-29,Buy,9 Weeks,5.66%,Rise by 6.54%,79.18%,Tangent Case
2017-08-20,113.34,2017-10-22,119.76,2017-08-13,Buy,9 Weeks,5.66%,Rise by 6.54%,84.84%,Normal Case
2017-08-27,113.4,2017-11-12,113.23,2017-08-20,Buy,11 Weeks,-0.15%,Rise by 6.48%,84.69%,Normal Case
2017-10-01,120.09,2017-12-24,118.64,2017-09-24,Buy,12 Weeks,-1.21%,Rise by 11.66%,83.48%,Normal Case
