Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-01-20,48.5033,2021-01-21,48.2833,2020-12-01-2020-12-23,48.0733-50.5533,Sell,1 days,0.45%,Fall by 10.31%,0.45%,
2021-02-24,44.4033,2021-02-24,44.4033,2020-12-01-2021-02-01,47.1633-50.5533,Sell,0 days,-0.0%,Fall by 0%,0.45%,
2021-03-22,44.1233,2021-03-23,44.6467,2021-01-12-2021-03-04,43.1933-49.44,Sell,1 days,-1.19%,Fall by -2.95%,-0.73%,
2021-06-04,47.2833,2021-07-06,46.6467,2021-03-04-2021-05-18,42.0933-48.1933,Buy,22 days,-1.35%,Rise by 8.22%,-2.08%,
2021-07-08,46.53,2021-09-22,47.5633,2021-05-03-2021-06-18,45.4633-46.56,Sell,54 days,-2.22%,Fall by 5.06%,-4.3%,
2021-08-02,47.4067,2021-09-01,49.26,2021-05-18-2021-06-18,45.4633-47.07,Sell,22 days,-3.91%,Fall by 8.15%,-8.21%,
2021-09-01,49.26,2021-11-11,49.5,2021-06-18-2021-08-18,44.8-50.8567,Buy,51 days,0.49%,Rise by -1.84%,-7.72%,
2021-11-12,49.2533,2021-11-16,47.7233,2021-08-18-2021-10-04,46.0767-49.6733,Sell,2 days,3.11%,Fall by 5.38%,-4.62%,
2021-11-22,48.26,2023-08-17,51.8967,2021-10-04-2021-11-05,44.9033-50.6667,Buy,453 days,7.54%,Rise by 6.14%,2.92%,
2021-12-23,46.4967,2022-01-06,47.84,2021-11-05-2021-12-02,46.1467-49.8733,Sell,10 days,-2.89%,Fall by 5.41%,0.03%,
2022-02-10,45.36,2022-02-10,45.36,2021-08-18-2022-01-28,45.8567-49.6733,Sell,0 days,-0.0%,Fall by 0%,0.03%,
2022-02-14,44.65,2022-02-18,45.9967,2021-10-04-2021-11-05,44.9033-50.6667,Sell,4 days,-3.02%,Fall by 6.78%,-2.98%,
2022-02-28,45.0533,2022-03-25,47.8167,2021-05-18-2022-01-28,45.8567-47.07,Sell,19 days,-6.13%,Fall by 14.65%,-9.12%,
2022-03-28,48.6667,2022-05-04,51.54,2021-11-05-2022-02-24,45.0033-49.8733,Sell,27 days,-5.9%,Fall by 20.82%,-15.02%,
2022-04-18,51.96,2022-05-04,51.54,2022-01-14-2022-02-24,45.0033-48.0733,Sell,12 days,0.81%,Fall by 20.82%,-14.21%,
2022-05-04,51.54,2023-09-21,53.9733,2022-02-24-2022-04-21,44.0033-53.59,Buy,361 days,4.72%,Rise by 4.85%,-9.49%,
2022-05-17,43.7833,2022-05-18,40.81,2022-02-24-2022-04-21,44.0033-53.59,Sell,1 days,6.79%,Fall by 3.38%,-2.7%,
2022-05-18,40.81,2022-05-18,40.81,2021-03-04-2021-08-18,42.0933-50.8567,Sell,0 days,-0.0%,Fall by 0%,-2.7%,
2022-06-07,41.1233,2022-06-13,39.8033,2021-11-05-2022-05-20,40.28-49.8733,Sell,4 days,3.21%,Fall by -2.15%,0.51%,
2022-07-29,44.0167,2022-07-29,44.0167,2022-01-14-2022-05-20,40.28-48.0733,Sell,0 days,-0.0%,Fall by 0%,0.51%,
2022-08-25,45.29,2023-06-22,51.9167,2022-05-20-2022-08-17,39.09-47.5733,Buy,215 days,14.63%,Rise by 3.5%,15.14%,
2022-12-05,50.55,2022-12-09,48.4367,2022-08-17-2022-10-07,43.8833-46.1333,Sell,4 days,4.18%,Fall by 2.77%,19.32%,
2022-12-13,49.1633,2023-07-10,51.6267,2022-10-07-2022-11-28,42.69-51.5467,Buy,149 days,5.01%,Rise by 4.08%,24.33%,
2023-01-17,48.1367,2023-01-19,46.2767,2022-11-28-2022-12-30,47.33-50.9067,Sell,2 days,3.86%,Fall by -1.0%,28.19%,
2023-02-08,46.74,2023-03-14,46.0333,2022-11-28-2023-01-20,46.9267-50.9067,Sell,24 days,1.51%,Fall by -5.76%,29.71%,
2023-03-03,46.89,2023-07-10,51.6267,2023-01-20-2023-02-21,46.0567-49.4467,Buy,91 days,10.1%,Rise by 4.08%,39.81%,
2023-06-23,51.82,2023-07-03,52.7333,2023-02-21-2023-03-10,46.0933-47.3833,Sell,6 days,-1.76%,Fall by 1.59%,38.05%,
2023-08-21,52.5033,2023-09-25,54.3567,2023-05-10-2023-05-31,49.1033-50.41,Sell,25 days,-3.53%,Fall by 4.43%,34.52%,
2023-09-25,54.3567,2023-11-20,51.7667,2021-10-04-2023-09-13,44.9033-55.2833,Buy,40 days,-4.76%,Rise by 13.51%,29.75%,
2023-10-04,53.6667,2024-02-23,58.52,2022-10-07-2023-09-13,42.69-55.2833,Buy,102 days,9.04%,Rise by 5.01%,38.79%,
2023-10-10,52.5333,2023-11-20,51.7667,2023-03-10-2023-09-13,45.3633-55.2833,Buy,29 days,-1.46%,Rise by 13.51%,37.34%,
2023-11-24,52.02,2024-02-23,58.52,2023-03-10-2023-11-15,45.3633-56.6467,Buy,65 days,12.5%,Rise by 5.01%,49.83%,
2023-12-05,51.91,2023-12-08,50.2867,2023-09-13-2023-10-06,52.9967-54.79,Sell,3 days,3.13%,Fall by -21.8%,52.96%,
2024-01-09,53.1033,2024-02-23,58.52,2023-10-06-2023-11-15,50.55-56.6467,Buy,33 days,10.2%,Rise by 5.01%,63.16%,
2024-03-19,60.87,2024-03-19,60.87,2023-09-13-2023-12-11,50.4833-54.79,Sell,0 days,-0.0%,Fall by 0%,63.16%,
2024-04-04,59.5,2024-06-27,67.88,2023-01-20-2024-03-21,46.0567-61.66,Buy,60 days,14.08%,Rise by 4.64%,77.24%,
2024-04-25,60.21,2024-04-25,60.21,2023-12-11-2024-03-21,49.8467-61.66,Buy,0 days,0.0%,Rise by 0%,77.24%,
2024-07-26,69.78,2024-07-30,69.19,2024-03-21-2024-04-23,60.35-61.05,Sell,2 days,0.85%,Fall by -14.32%,78.09%,
2024-12-13,94.25,2024-12-23,90.35,2024-07-19-2024-08-08,67.92-70.65,Sell,6 days,4.14%,Fall by 6.47%,82.23%,
2025-01-17,91.94,2025-01-21,93.08,2024-12-06-2024-12-23,91.5-95.33,Sell,2 days,-1.24%,Fall by 9.22%,80.99%,
2025-03-10,87.82,2025-03-13,84.5,2023-12-11-2025-02-14,49.8467-105.3,Sell,3 days,3.78%,Fall by 3.21%,84.77%,
2025-03-17,87.46,2025-03-17,87.46,2023-12-11-2024-12-06,49.8467-96.18,Buy,0 days,0.0%,Rise by 0%,84.77%,
2025-04-04,83.19,2025-04-09,89.6,2023-12-11-2024-12-06,49.8467-96.18,Sell,3 days,-7.71%,Fall by -7.01%,77.06%,
2025-04-08,81.79,2025-04-10,90.61,2023-03-10-2024-12-06,45.3633-96.18,Sell,2 days,-10.78%,Fall by -5.82%,66.28%,
2025-04-09,89.6,2025-04-09,89.6,2022-10-07-2025-02-14,42.69-105.3,Buy,0 days,0.0%,Rise by 0%,66.28%,
2025-06-16,94.29,2025-10-21,106.22,2025-04-07-2025-06-03,79.81-100.89,Buy,91 days,12.65%,Rise by -4.74%,78.93%,
2025-08-15,100.0,2025-08-15,100.0,2024-12-06-2025-04-07,86.26-95.33,Sell,0 days,-0.0%,Fall by 0%,78.93%,
2025-08-28,96.11,2025-10-21,106.22,2025-04-07-2025-08-08,79.81-104.72,Buy,38 days,10.52%,Rise by -4.74%,89.45%,
