Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
DELTADRIFT,AMZN,Long,Daily,2025-09-26,219.78,2025-10-08,225.22,2.475202475202474,8,75.0,12,5,
DELTADRIFT,AMZN,Long,Daily,2025-04-22,173.18,2025-04-24,186.54,7.714516687839234,2,75.0,12,5,
