Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,24.99,2016-02-21,23.9,2015-11-15,Buy,13 Weeks,-4.36%,Rise by 7.32%,-4.36%,Absolute Extrema Case
2015-11-29,24.32,2016-02-21,23.9,2015-11-08,Buy,12 Weeks,-1.73%,Rise by 10.28%,-6.09%,Normal Case
2015-12-13,23.19,2016-02-21,23.9,2015-11-22,Buy,10 Weeks,3.06%,Rise by 15.65%,-3.03%,Normal Case
2015-12-20,24.55,2016-02-21,23.9,2015-12-13,Buy,9 Weeks,-2.65%,Rise by 9.25%,-5.67%,Normal Case
2016-01-10,23.02,2016-03-27,22.29,2015-12-20,Buy,11 Weeks,-3.17%,Rise by 16.51%,-8.85%,Normal Case
2016-02-07,25.04,2016-06-19,21.46,2016-01-31,Buy,19 Weeks,-14.3%,Rise by -10.98%,-23.14%,Normal Case
2016-05-08,22.25,2016-11-13,29.3,2016-04-17,Buy,27 Weeks,31.69%,Rise by 45.17%,8.54%,Normal Case
2016-05-22,23.28,2016-11-13,29.3,2016-05-15,Buy,25 Weeks,25.86%,Rise by -10.44%,34.4%,Normal Case
2016-08-21,26.64,2016-11-13,29.3,2016-08-14,Buy,12 Weeks,9.98%,Rise by 21.25%,44.39%,Normal Case
2016-08-28,26.25,2016-11-13,29.3,2016-08-21,Buy,11 Weeks,11.62%,Rise by 23.05%,56.01%,Normal Case
2016-09-11,27.52,2016-11-13,29.3,2016-09-04,Buy,9 Weeks,6.47%,Rise by 17.37%,62.47%,Normal Case
2016-10-16,28.1,2016-12-25,31.62,2016-07-10,Buy,10 Weeks,12.53%,Rise by 14.95%,75.0%,Local Extrema Case
2016-10-23,29.38,2016-12-25,31.62,2016-10-09,Buy,9 Weeks,7.62%,Rise by 17.8%,82.62%,Normal Case
2016-10-30,29.8,2017-01-15,32.03,2016-10-23,Buy,11 Weeks,7.48%,Rise by 16.14%,90.11%,Normal Case
2016-11-06,28.32,2017-01-15,32.03,2016-10-16,Buy,10 Weeks,13.1%,Rise by 22.21%,103.21%,Normal Case
2017-01-01,32.1,2017-03-12,30.89,2016-12-25,Buy,10 Weeks,-3.77%,Rise by 7.82%,99.44%,Normal Case
2017-01-29,34.44,2017-04-30,32.48,2017-01-22,Buy,13 Weeks,-5.69%,Rise by -11.47%,93.75%,Normal Case
2017-03-26,32.33,2017-08-13,26.35,2017-03-19,Buy,20 Weeks,-18.5%,Rise by -18.96%,75.25%,Normal Case
2017-04-02,34.95,2017-08-13,26.35,2017-03-26,Buy,19 Weeks,-24.61%,Rise by -35.88%,50.64%,Normal Case
2017-04-16,36.03,2017-08-13,26.35,2017-04-09,Buy,17 Weeks,-26.87%,Rise by -34.03%,23.78%,Normal Case
2017-07-02,26.62,2017-09-03,28.75,2017-06-25,Buy,9 Weeks,8.0%,Rise by 8.0%,31.78%,Normal Case
2017-08-13,26.35,2017-11-05,29.25,2017-07-23,Buy,12 Weeks,11.01%,Rise by 14.72%,42.78%,Normal Case
2017-08-20,27.44,2017-11-05,29.25,2017-08-13,Buy,11 Weeks,6.6%,Rise by 10.17%,49.38%,Normal Case
2017-08-27,27.9,2017-11-05,29.25,2017-08-20,Buy,10 Weeks,4.84%,Rise by 8.35%,54.22%,Normal Case
2017-10-29,29.21,2018-04-15,25.77,2017-10-22,Buy,24 Weeks,-11.78%,Rise by -11.43%,42.44%,Normal Case
2017-12-31,27.18,2018-04-15,25.77,2017-12-24,Buy,15 Weeks,-5.19%,Rise by -15.64%,37.26%,Normal Case
2018-03-25,22.7,2018-07-15,30.08,2018-03-11,Buy,16 Weeks,32.51%,Rise by 43.39%,69.77%,Normal Case
2018-04-08,24.69,2018-07-15,30.08,2018-04-01,Buy,14 Weeks,21.83%,Rise by 31.83%,91.6%,Normal Case
