Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2021-03-31,37.94,2023-12-31,47.62,Buy,717 days,Rise by 12.400000%,25.48
2024-03-31,53.68,2024-03-31,53.68,Buy,0 days,Rise by 17.230000%,0.0
