Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2000-12-31,13.3,2003-12-31,21.57,782 days,1998-12-31/12.4,62.18%,62.18%,Rise by 147.52%,62.18%,
Buy,2004-12-31,24.78,2008-12-31,15.65,1043 days,2003-12-31/21.57,-36.84%,-36.84%,Rise by -36.84%,25.34%,
Buy,2010-12-31,34.26,2017-12-31,62.72,1825 days,2006-12-31/32.92,83.07%,83.07%,Rise by 110.39%,108.41%,
Buy,2019-12-31,72.08,2024-12-31,131.04,1305 days,2017-12-31/62.72,81.80%,81.80%,Rise by 117.4%,190.20%,
Buy,2025-11-03,156.7,2025-11-03,156.7,0 days,2024-12-31/131.04,0.00%,0.00%,Rise by 0%,190.20%,
