Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days)
FRACTAL TRACK,NVDA,Long,Daily,2025-09-09,170.76,2025-10-15,179.83,5.311548371984085,26,95.92,49,132
FRACTAL TRACK,NVDA,Long,Daily,2025-06-17,144.12,2025-07-03,159.34,10.560643907854566,12,95.92,49,132
FRACTAL TRACK,NVDA,Long,Daily,2024-12-02,138.63,2025-08-18,182.01,31.291928154079205,185,95.92,49,132
