Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2003-01-31,2.2436,2006-03-31,2.7592,825 days,22.98%,22.9809%,Rise by -28.48%,22.9809%,
Buy,2009-01-31,1.7443,2009-11-30,2.1462,215 days,23.04%,23.0408%,Rise by 27.5%,46.0217%,
Buy,2016-08-31,1.1548,2016-11-30,0.5945,65 days,-48.52%,-48.5192%,Rise by -39.26%,-2.4975%,
Buy,2016-12-31,0.7143,2017-02-28,1.1291,41 days,58.07%,58.0708%,Rise by 21.25%,55.5733%,
