Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2011-07-17,1.6347,2012-03-04,1.7903,164 days,9.52%,9.5186%,Rise by -10.89%,9.5186%,
Buy,2013-05-05,1.4627,2013-06-02,1.6338,19 days,11.70%,11.6975%,Rise by 18.71%,21.2161%,
Buy,2013-09-01,1.4798,2013-09-22,1.5910,14 days,7.51%,7.5145%,Rise by 4.05%,28.7306%,
Buy,2015-09-13,1.7621,2016-01-24,1.5226,94 days,-13.59%,-13.5917%,Rise by 1.46%,15.1389%,
Buy,2016-01-31,1.5611,2016-02-28,1.3259,19 days,-15.07%,-15.0663%,Rise by 0.28%,0.0726%,
Buy,2016-03-06,1.3601,2016-03-13,1.5568,4 days,14.46%,14.4622%,Rise by -11.95%,14.5348%,
Buy,2016-07-03,1.1719,2016-10-02,0.7912,64 days,-32.49%,-32.4857%,Rise by -19.34%,-17.9509%,
Buy,2016-10-16,0.7741,2016-12-04,0.6073,34 days,-21.55%,-21.5476%,Rise by -21.55%,-39.4985%,
Buy,2016-12-11,0.7185,2017-02-12,0.9623,44 days,33.93%,33.9318%,Rise by 57.15%,-5.5667%,
