Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,66.9,2016-04-03,61.06,2015-11-15,Buy,19 Weeks,-8.73%,Rise by -16.22%,-8.73%,Absolute Extrema Case
2016-02-07,55.94,2016-05-15,64.99,2016-01-31,Buy,14 Weeks,16.18%,Rise by 20.66%,7.45%,Normal Case
2016-02-14,55.28,2016-05-15,64.99,2016-01-24,Buy,13 Weeks,17.57%,Rise by 22.11%,25.01%,Absolute Extrema Case
2016-02-21,56.81,2016-05-15,64.99,2016-02-07,Buy,12 Weeks,14.4%,Rise by 18.82%,39.41%,Normal Case
2016-05-01,67.5,2016-09-04,69.08,2016-04-24,Buy,18 Weeks,2.34%,Rise by 2.56%,41.75%,Normal Case
2016-05-22,66.16,2016-09-04,69.08,2016-05-15,Buy,15 Weeks,4.41%,Rise by 4.64%,46.17%,Normal Case
2016-06-26,66.78,2016-09-04,69.08,2016-06-19,Buy,10 Weeks,3.44%,Rise by 5.44%,49.61%,Normal Case
2016-08-21,70.41,2016-10-30,69.37,2016-08-14,Buy,10 Weeks,-1.48%,Rise by 0.28%,48.13%,Normal Case
2016-08-28,69.38,2016-10-30,69.37,2016-08-21,Buy,9 Weeks,-0.01%,Rise by 10.41%,48.12%,Normal Case
2016-09-11,69.7,2017-01-01,75.32,2016-09-04,Buy,16 Weeks,8.06%,Rise by 9.9%,56.18%,Normal Case
2016-10-16,69.8,2017-01-01,75.32,2016-08-07,Buy,11 Weeks,7.91%,Rise by 9.74%,64.09%,Local Extrema Case
2016-10-16,69.8,2017-01-01,75.32,2016-10-02,Buy,11 Weeks,7.91%,Rise by 9.74%,72.0%,Normal Case
2016-12-25,76.35,2017-10-29,67.34,2015-11-22,Buy,44 Weeks,-11.8%,Rise by -10.2%,60.2%,Tangent Case
2017-04-09,70.36,2017-10-29,67.34,2017-03-19,Buy,29 Weeks,-4.29%,Rise by -5.53%,55.91%,Normal Case
2017-04-16,69.31,2017-10-29,67.34,2017-04-09,Buy,28 Weeks,-2.84%,Rise by -4.1%,53.06%,Normal Case
2017-05-21,68.08,2017-10-29,67.34,2017-05-07,Buy,23 Weeks,-1.09%,Rise by -2.36%,51.98%,Normal Case
2017-07-02,64.92,2017-10-29,67.34,2017-06-25,Buy,17 Weeks,3.73%,Rise by 5.48%,55.7%,Normal Case
2017-09-03,63.58,2017-11-26,67.88,2015-12-06,Buy,12 Weeks,6.76%,Rise by 21.91%,62.47%,Tangent Case
2017-10-01,68.48,2018-02-11,66.67,2017-09-24,Buy,19 Weeks,-2.64%,Rise by 13.19%,59.82%,Normal Case
2017-11-19,67.43,2018-02-11,66.67,2017-11-05,Buy,12 Weeks,-1.13%,Rise by 14.95%,58.7%,Normal Case
2017-12-31,72.26,2018-06-10,76.9,2017-12-24,Buy,23 Weeks,6.42%,Rise by 8.1%,65.12%,Normal Case
2018-03-25,66.77,2018-06-10,76.9,2018-03-04,Buy,11 Weeks,15.17%,Rise by 16.98%,80.29%,Normal Case
2018-04-29,73.82,2018-07-29,76.63,2018-04-22,Buy,13 Weeks,3.81%,Rise by 4.52%,84.1%,Normal Case
2018-05-06,73.85,2018-07-29,76.63,2018-04-29,Buy,12 Weeks,3.76%,Rise by 4.48%,87.86%,Normal Case
2018-07-08,75.67,2018-10-28,66.48,2018-06-24,Buy,16 Weeks,-12.14%,Rise by 1.97%,75.72%,Normal Case
2018-10-07,77.16,2019-03-10,63.9,2018-09-30,Buy,22 Weeks,-17.19%,Rise by -17.17%,58.53%,Normal Case
2019-06-09,61.27,2019-10-06,57.38,2019-06-02,Buy,17 Weeks,-6.35%,Rise by 0.02%,52.18%,Normal Case
2020-03-29,28.33,2020-06-28,36.51,2020-03-22,Buy,13 Weeks,28.87%,Rise by 58.28%,81.06%,Normal Case
2020-05-10,38.78,2020-08-30,36.44,2020-05-03,Buy,16 Weeks,-6.03%,Rise by -1.52%,75.02%,Normal Case
2020-06-14,39.82,2020-08-30,36.44,2020-06-07,Buy,11 Weeks,-8.49%,Rise by -4.09%,66.53%,Normal Case
2020-09-20,33.61,2020-12-27,38.12,2020-09-13,Buy,14 Weeks,13.42%,Rise by -13.92%,79.95%,Normal Case
2021-01-10,41.42,2021-03-28,50.43,2021-01-03,Buy,11 Weeks,21.75%,Rise by 29.33%,101.71%,Normal Case
2021-02-28,48.15,2021-05-30,52.21,2021-02-21,Buy,13 Weeks,8.43%,Rise by 15.78%,110.14%,Normal Case
2021-03-07,52.95,2021-05-30,52.21,2021-02-28,Buy,12 Weeks,-1.4%,Rise by -10.22%,108.74%,Normal Case
