Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-01-28,84.6800,2022-02-10,82.9500,9 days,-2.04%,-2.0430%,Rise by -1.19%,-2.0430%,
Buy,2022-02-15,82.6600,2022-02-25,83.6100,8 days,1.15%,1.1493%,Rise by 0.22%,-0.8937%,
Buy,2022-03-15,80.5700,2022-03-16,81.7000,1 days,1.40%,1.4025%,Rise by 2.82%,0.5088%,
Buy,2022-04-12,80.3000,2022-05-09,76.7700,19 days,-4.40%,-4.3960%,Rise by -0.14%,-3.8872%,
Buy,2022-05-12,76.7200,2022-05-25,78.3900,9 days,2.18%,2.1767%,Rise by 4.52%,-1.7105%,
Buy,2022-06-15,75.0100,2022-07-20,76.0900,25 days,1.44%,1.4398%,Rise by 5.24%,-0.2707%,
Buy,2022-09-01,74.3600,2022-09-08,75.5100,5 days,1.55%,1.5465%,Rise by 0.26%,1.2759%,
Buy,2022-09-28,72.4000,2022-10-27,73.9800,21 days,2.18%,2.1823%,Rise by 2.97%,3.4582%,
Buy,2023-02-22,73.8900,2023-03-06,74.7200,8 days,1.12%,1.1233%,Rise by 2.25%,4.5815%,
Buy,2023-10-05,72.5900,2023-10-09,73.2300,2 days,0.88%,0.8817%,Rise by 7.37%,5.4632%,
Buy,2024-04-17,75.7800,2024-04-22,76.4000,3 days,0.82%,0.8182%,Rise by 2.2%,6.2813%,
Buy,2024-12-20,78.5800,2025-01-15,79.3000,18 days,0.92%,0.9163%,Rise by 1.65%,7.1976%,
