Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-01-21,22.3260,2022-03-01,20.1720,27 days,-9.65%,-9.6479%,Rise by -10.21%,-9.6479%,
Buy,2022-03-09,19.6680,2022-03-16,20.5500,5 days,4.48%,4.4844%,Rise by 9.18%,-5.1635%,
Buy,2022-04-13,18.3580,2022-05-09,16.1680,18 days,-11.93%,-11.9294%,Rise by -11.93%,-17.0929%,
Buy,2022-09-08,14.8380,2022-09-23,13.6860,11 days,-7.76%,-7.7638%,Rise by -10.1%,-24.8568%,
Buy,2022-09-28,13.3980,2022-11-01,14.8020,24 days,10.48%,10.4792%,Rise by 24.03%,-14.3776%,
Buy,2023-02-23,16.5360,2023-03-03,17.1480,6 days,3.70%,3.7010%,Rise by 8.09%,-10.6766%,
Buy,2023-06-27,18.0140,2023-07-13,18.7620,12 days,4.15%,4.1523%,Rise by 5.58%,-6.5242%,
Buy,2023-08-11,17.1160,2023-10-26,16.1940,54 days,-5.39%,-5.3868%,Rise by 1.38%,-11.9110%,
Buy,2024-02-22,17.6640,2024-04-11,16.8120,35 days,-4.82%,-4.8234%,Rise by 1.47%,-16.7344%,
Buy,2024-08-06,16.6100,2024-08-13,17.8120,5 days,7.24%,7.2366%,Rise by 17.47%,-9.4978%,
Buy,2024-10-24,17.6900,2024-11-05,18.0500,8 days,2.04%,2.0350%,Rise by 12.55%,-7.4627%,
Buy,2025-07-16,23.9800,2025-07-23,25.2600,5 days,5.34%,5.3378%,Rise by 19.85%,-2.1249%,
