Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days)
TRENDPULSE,FPH.NZ,Long,Quarterly,2024-06-30,30.08,2025-09-30,37.05,23.171542553191486,326,100.0,8,531
TRENDPULSE,FPH.NZ,Long,Quarterly,2020-03-31,30.38,2025-09-30,37.05,21.955233706385773,1435,100.0,8,531
