Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2024-06-26,23868.8,2024-07-03,24286.5,Buy,4 days,Rise by 4.780000%,1.75
2024-08-05,24055.6,2024-08-09,24367.5,Sell,3 days,Fall by -3.080000%,-1.3
2024-09-06,24852.15,2024-09-12,25388.9,Sell,3 days,Fall by 0.230000%,-2.16
2024-09-19,25415.8,2024-09-23,25939.05,Sell,1 days,Fall by 2.440000%,-2.06
2024-09-23,25939.05,2025-05-08,24273.8,Buy,162 days,Rise by -5.610000%,-6.42
2024-09-30,25810.85,2024-10-08,25013.15,Sell,5 days,Fall by 9.530000%,3.09
2025-03-21,23350.4,2025-03-27,23591.95,Buy,3 days,Rise by 7.330000%,1.03
2025-04-17,23851.65,2025-04-24,24246.7,Buy,4 days,Rise by 5.070000%,1.66
2025-07-10,25355.25,2025-07-16,25212.05,Sell,3 days,Fall by 3.910000%,0.56
2025-07-25,24837.0,2025-08-06,24574.2,Sell,7 days,Fall by 1.910000%,1.06
2025-09-22,25202.35,2025-09-29,24634.9,Sell,4 days,Fall by -2.230000%,2.25
2025-09-24,25056.9,2025-10-01,24836.3,Sell,4 days,Fall by -2.820000%,0.88
2025-10-03,24894.25,2025-10-10,25285.35,Buy,4 days,Rise by 3.490000%,1.57
2025-10-31,25722.1,2025-10-31,25722.1,Sell,0 days,Fall by -0.160000%,0.0
