Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2011-11-20,0.92,2011-11-20,0.92,0 days,2011-10-09/0.9198,0.00%,0.00%,Rise by 0%,0.00%,
