Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2005-12-31,1.32,2008-03-31,0.99,585 days,2005-09-30/1.2935,-24.42%,-24.42%,Rise by -24.42%,-24.42%
Buy,2014-09-30,0.95,2014-09-30,0.95,0 days,2013-03-31/0.9492,0.00%,0.00%,Rise by 0%,-24.42%
