Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
FRACTAL TRACK,AMD,Long,Daily,2024-10-18,155.97,2025-08-05,174.31,11.758671539398605,207,100.0,30,119,
FRACTAL TRACK,AMD,Long,Daily,2024-06-06,166.78,2025-10-14,218.09,30.765079745772873,353,100.0,30,119,
