Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2017-04-02,7.9627,2017-09-10,7.8814,2017-03-26,Buy,23 Weeks,-1.02%,Rise by -10.52%,-1.02%,Normal Case
2017-05-21,7.7905,2017-09-10,7.8814,2017-04-30,Buy,16 Weeks,1.17%,Rise by 3.3%,0.15%,Normal Case
2017-07-02,7.6469,2017-09-10,7.8814,2017-06-18,Buy,10 Weeks,3.07%,Rise by 5.24%,3.21%,Normal Case
2017-07-09,7.6565,2017-09-10,7.8814,2017-06-25,Buy,9 Weeks,2.94%,Rise by -10.25%,6.15%,Normal Case
2017-08-13,7.6163,2018-01-21,7.178,2017-07-30,Buy,23 Weeks,-5.75%,Rise by -12.92%,0.4%,Normal Case
2017-08-20,8.0479,2018-01-21,7.178,2017-08-13,Buy,22 Weeks,-10.81%,Rise by -13.43%,-10.41%,Normal Case
2017-08-27,8.0144,2018-01-21,7.178,2017-08-20,Buy,21 Weeks,-10.44%,Rise by -13.06%,-20.85%,Normal Case
2017-10-01,7.6469,2018-01-21,7.178,2017-09-24,Buy,16 Weeks,-6.13%,Rise by -12.64%,-26.98%,Normal Case
2017-12-31,7.2737,2018-07-15,7.01,2017-12-24,Buy,28 Weeks,-3.63%,Rise by -14.47%,-30.61%,Normal Case
2018-02-11,7.4364,2018-07-15,7.01,2017-12-03,Buy,22 Weeks,-5.73%,Rise by -22.39%,-36.34%,Local Extrema Case
2018-02-11,7.4364,2018-07-15,7.01,2018-02-04,Buy,22 Weeks,-5.73%,Rise by -22.39%,-42.08%,Normal Case
2018-03-25,6.0391,2018-07-15,7.01,2018-03-18,Buy,16 Weeks,16.08%,Rise by 17.73%,-26.0%,Normal Case
2018-04-29,6.32,2018-07-15,7.01,2018-04-22,Buy,11 Weeks,10.92%,Rise by 12.5%,-15.08%,Normal Case
2018-05-06,6.29,2018-07-15,7.01,2018-04-29,Buy,10 Weeks,11.45%,Rise by 13.04%,-3.63%,Normal Case
2018-06-03,6.58,2018-08-12,6.92,2018-05-20,Buy,10 Weeks,5.17%,Rise by 8.05%,1.53%,Normal Case
2018-07-01,6.95,2019-03-03,4.99,2018-06-24,Buy,35 Weeks,-28.2%,Rise by -10.79%,-26.67%,Normal Case
2018-10-07,6.43,2019-03-03,4.99,2018-09-30,Buy,21 Weeks,-22.4%,Rise by -27.06%,-49.06%,Normal Case
2018-10-28,5.82,2019-03-03,4.99,2018-04-08,Buy,18 Weeks,-14.26%,Rise by -16.84%,-63.32%,Local Extrema Case
2018-11-04,5.95,2019-03-03,4.99,2018-10-28,Buy,17 Weeks,-16.13%,Rise by -17.98%,-79.46%,Normal Case
