Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-01-10,38.0800,2022-02-14,35.8600,25 days,-5.83%,-5.8298%,Rise by -10.35%,-5.8298%,
Buy,2022-03-10,33.6500,2022-03-15,30.9000,3 days,-8.17%,-8.1724%,Rise by 0.45%,-14.0022%,
Buy,2022-04-27,29.5900,2022-05-23,30.6600,18 days,3.62%,3.6161%,Rise by 15.48%,-10.3861%,
Buy,2022-08-04,30.8800,2022-08-11,31.5500,5 days,2.17%,2.1697%,Rise by -11.63%,-8.2164%,
Buy,2022-08-31,29.8600,2022-09-21,27.9800,15 days,-6.30%,-6.2960%,Rise by -5.29%,-14.5125%,
Buy,2022-09-26,27.2000,2022-10-04,28.0900,6 days,3.27%,3.2721%,Rise by -10.96%,-11.2404%,
Buy,2022-11-01,25.0900,2022-11-04,27.1800,3 days,8.33%,8.3300%,Rise by 12.12%,-2.9104%,
Buy,2023-05-26,27.2700,2023-06-15,27.8900,14 days,2.27%,2.2736%,Rise by 2.35%,-0.6368%,
Buy,2025-01-07,25.5900,2025-01-21,26.1400,10 days,2.15%,2.1493%,Rise by 3.24%,1.5124%,
Buy,2025-04-09,24.8900,2025-04-22,25.8300,9 days,3.78%,3.7766%,Rise by 9.52%,5.2891%,
