Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2019-12-26 - 2019-12-27,1 days,2020-01-06,74.95,2020-01-07,74.5975,1 days,0.5%,Fall by -2.96%,0.5%,
Sell,2020-01-24 - 2020-01-29,3 days,2020-02-03,77.165,2020-02-04,79.7125,1 days,-3.3%,Fall by 11.38%,-2.8%,
Buy,2020-02-27 - 2020-02-28,1 days,2020-03-13,69.4925,2020-03-16,60.5525,1 days,-12.9%,Rise by -13.33%,-15.7%,
Sell,2020-05-11 - 2020-05-12,1 days,2020-05-15,76.9275,2020-05-20,79.8075,3 days,-3.7%,Fall by -20.39%,-19.4%,
Sell,2020-06-09 - 2020-06-10,1 days,2020-06-15,85.7475,2020-06-16,88.02,1 days,-2.7%,Fall by -8.01%,-22.1%,
Sell,2020-07-10 - 2020-07-13,1 days,2020-07-17,96.3275,2020-07-27,94.81,6 days,1.6%,Fall by -10.91%,-20.5%,
Sell,2020-08-20 - 2020-08-24,2 days,2020-09-04,120.96,2020-09-08,112.82,2 days,6.7%,Fall by 11.44%,-13.8%,
Sell,2020-10-12 - 2020-10-13,1 days,2020-10-20,117.51,2020-10-21,116.87,1 days,0.5%,Fall by 3.11%,-13.2%,
Sell,2020-12-03 - 2020-12-09,4 days,2020-12-21,128.23,2020-12-22,131.88,1 days,-2.8%,Fall by 9.26%,-16.1%,
Sell,2020-12-17 - 2020-12-22,3 days,2020-12-31,132.69,2021-01-05,131.01,3 days,1.3%,Fall by 12.31%,-14.8%,
Buy,2021-02-22 - 2021-02-23,1 days,2021-03-09,121.09,2021-04-07,127.9,21 days,5.6%,Rise by 11.36%,-9.2%,
Sell,2021-04-09 - 2021-04-14,3 days,2021-05-05,128.1,2021-05-13,124.97,6 days,2.4%,Fall by 3.56%,-6.8%,
Sell,2021-07-02 - 2021-07-07,3 days,2021-07-19,142.45,2021-07-20,146.15,1 days,-2.6%,Fall by 2.32%,-9.4%,
Sell,2021-08-16 - 2021-08-17,1 days,2021-08-26,147.54,2021-08-30,153.12,2 days,-3.8%,Fall by 5.69%,-13.1%,
Buy,2021-09-30 - 2021-10-04,2 days,2021-10-07,143.29,2021-10-28,152.57,15 days,6.5%,Rise by 6.48%,-6.7%,
Sell,2021-12-10 - 2021-12-13,1 days,2021-12-20,169.75,2021-12-22,175.64,2 days,-3.5%,Fall by 6.2%,-10.1%,
Buy,2022-01-21 - 2022-01-24,1 days,2022-02-07,171.66,2022-03-14,150.62,25 days,-12.3%,Rise by -12.26%,-22.4%,
Sell,2022-02-02 - 2022-02-03,1 days,2022-02-11,168.64,2022-02-25,164.85,10 days,2.2%,Fall by 10.69%,-20.1%,
Buy,2022-02-23 - 2022-02-24,1 days,2022-03-09,162.95,2022-03-24,174.07,11 days,6.8%,Rise by 9.83%,-13.3%,
Sell,2022-03-29 - 2022-03-30,1 days,2022-04-06,171.83,2022-04-12,167.66,4 days,2.4%,Fall by 11.51%,-10.9%,
Buy,2022-04-27 - 2022-05-02,3 days,2022-05-04,166.02,2022-05-11,146.5,5 days,-11.8%,Rise by -17.12%,-22.6%,
Buy,2022-05-11 - 2022-05-20,7 days,2022-05-25,140.52,2022-06-02,151.21,6 days,7.6%,Rise by 24.22%,-15.0%,
Sell,2022-07-21 - 2022-07-22,1 days,2022-08-02,160.01,2022-08-03,166.13,1 days,-3.8%,Fall by 10.96%,-18.9%,
Sell,2022-08-16 - 2022-08-17,1 days,2022-08-22,167.57,2022-09-02,155.81,9 days,7.0%,Fall by 10.07%,-11.8%,
Buy,2022-09-08 - 2022-09-16,6 days,2022-10-04,146.1,2022-10-28,155.74,18 days,6.6%,Rise by 6.6%,-5.2%,
Sell,2022-10-25 - 2022-10-28,3 days,2022-11-03,138.88,2022-11-10,146.87,5 days,-5.8%,Fall by 9.98%,-11.0%,
Buy,2022-11-07 - 2022-11-09,2 days,2022-11-11,149.7,2022-12-16,134.51,25 days,-10.1%,Rise by -10.15%,-21.1%,
Sell,2022-11-25 - 2022-12-05,6 days,2022-12-15,136.5,2022-12-21,135.45,4 days,0.8%,Fall by 8.41%,-20.4%,
Buy,2022-12-19 - 2022-12-28,7 days,2023-01-04,126.36,2023-01-17,135.94,9 days,7.6%,Rise by 22.93%,-12.8%,
Sell,2023-01-17 - 2023-01-18,1 days,2023-01-25,141.86,2023-01-27,145.93,2 days,-2.9%,Fall by -2.43%,-15.7%,
Sell,2023-01-26 - 2023-01-27,1 days,2023-02-09,150.87,2023-02-15,155.33,4 days,-3.0%,Fall by 3.69%,-18.6%,
Sell,2023-04-03 - 2023-04-04,1 days,2023-04-10,162.03,2023-04-11,160.8,1 days,0.8%,Fall by -5.88%,-17.9%,
Sell,2023-05-01 - 2023-05-03,2 days,2023-05-09,171.77,2023-05-30,177.3,15 days,-3.2%,Fall by -1.3%,-21.1%,
Sell,2023-06-29 - 2023-06-30,1 days,2023-07-06,191.81,2023-07-07,190.68,1 days,0.6%,Fall by 9.29%,-20.5%,
Sell,2023-06-30 - 2023-07-19,13 days,2023-07-24,192.75,2023-08-08,179.8,11 days,6.7%,Fall by 9.73%,-13.8%,
Buy,2023-08-07 - 2023-08-11,4 days,2023-08-21,175.84,2023-08-30,187.65,7 days,6.7%,Rise by 2.77%,-7.1%,
Buy,2023-09-28 - 2023-10-26,20 days,2023-10-30,170.29,2024-06-11,207.15,161 days,21.6%,Rise by 12.43%,14.6%,
Sell,2023-10-11 - 2023-10-12,1 days,2023-10-17,177.15,2023-10-18,175.84,1 days,0.7%,Fall by -2.27%,15.3%,
Sell,2023-11-08 - 2023-11-10,2 days,2023-11-27,189.79,2023-12-08,195.71,9 days,-3.1%,Fall by 4.54%,12.2%,
Buy,2024-04-08 - 2024-04-10,2 days,2024-04-12,176.55,2024-05-13,186.28,21 days,5.5%,Rise by 33.0%,17.7%,
