Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2022-05-02,318.48,2022-08-19,322.86,Buy,79 Days,-4.55,Rise by -3.87%,1.38%,1.38%,
2022-05-19,289.58,2022-08-19,322.86,Buy,66 Days,-3.14,Rise by 6.74%,11.49%,12.87%,
2022-10-03,273.53,2022-12-16,274.25,Buy,54 Days,-6.62,Rise by -0.75%,0.26%,13.13%,
2022-11-01,275.11,2022-12-16,274.25,Buy,33 Days,-3.44,Rise by 5.19%,-0.31%,12.82%,
2024-08-02,448.75,2024-10-01,481.27,Buy,42 Days,-3.27,Rise by 7.52%,7.25%,20.07%,
2025-04-01,472.7,2025-08-05,560.27,Buy,90 Days,-8.96,Rise by -11.98%,18.53%,38.59%,
