Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-03-25,11.95,2021-09-15,14.78,123 days,23.680000%,23.680000%,Rise by 4.600000%,23.680000%,
Buy,2021-10-20,14.65,2023-07-26,10.16,459 days,-30.650000%,-30.650000%,Rise by -10.030000%,-6.970000%,
Buy,2023-08-14,9.97,2024-04-10,11.25,171 days,12.840000%,12.840000%,Rise by 3.310000%,5.870000%,
Buy,2024-05-03,10.76,2025-07-04,11.5,304 days,6.880000%,6.880000%,Rise by -10.220000%,12.750000%,
Buy,2025-08-12,10.85,2025-08-12,10.85,0 days,0.00%,0.00%,Rise by 0%,12.750000%,
