Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return
2022-06-01,52.38,2022-11-16,49.61,Buy,120 Days,-7.32,Rise by 3.05%,-5.29%,-5.29%
2022-07-06,45.47,2022-10-07,44.34,Buy,67 Days,-3.05,Rise by -10.18%,-2.49%,-7.77%
