Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-22,15.2,2016-03-27,15.6,2015-11-15,Buy,18 Weeks,2.63%,Rise by 5.92%,2.63%,Absolute Extrema Case,
2015-12-06,15.52,2016-03-27,15.6,2015-11-29,Buy,16 Weeks,0.52%,Rise by 3.74%,3.15%,Normal Case,
2015-12-27,15.5,2016-03-27,15.6,2015-12-13,Buy,13 Weeks,0.65%,Rise by 3.87%,3.79%,Normal Case,
2016-02-07,15.16,2016-06-19,16.0,2016-01-31,Buy,19 Weeks,5.54%,Rise by 15.37%,9.33%,Normal Case,
2016-05-01,16.39,2016-08-21,17.31,2016-04-24,Buy,16 Weeks,5.61%,Rise by 31.24%,14.95%,Normal Case,
2016-05-08,16.77,2016-08-21,17.31,2016-05-01,Buy,15 Weeks,3.22%,Rise by 28.26%,18.17%,Normal Case,
2016-08-07,17.05,2017-01-08,20.7,2016-07-31,Buy,22 Weeks,21.41%,Rise by 26.16%,39.57%,Normal Case,
2016-08-21,17.31,2017-01-08,20.7,2016-08-14,Buy,20 Weeks,19.58%,Rise by 24.26%,59.16%,Normal Case,
2016-09-11,17.5,2017-01-08,20.7,2016-09-04,Buy,17 Weeks,18.29%,Rise by 22.91%,77.44%,Normal Case,
2016-10-16,18.05,2017-01-08,20.7,2016-07-03,Buy,12 Weeks,14.68%,Rise by 19.17%,92.13%,Local Extrema Case,
2016-10-16,18.05,2017-01-08,20.7,2016-10-02,Buy,12 Weeks,14.68%,Rise by 19.17%,106.81%,Normal Case,
2016-10-23,18.48,2017-01-08,20.7,2016-10-09,Buy,11 Weeks,12.01%,Rise by 16.4%,118.82%,Normal Case,
2016-10-30,18.59,2017-01-08,20.7,2016-10-23,Buy,10 Weeks,11.35%,Rise by 15.71%,130.17%,Normal Case,
2017-01-01,20.71,2017-04-30,22.1,2016-12-18,Buy,17 Weeks,6.71%,Rise by 11.3%,136.88%,Normal Case,
