Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
1999-09-30,0.5875,2000-06-30,0.525,1999-03-31-1999-09-30,0.425-0.7375,Sell,196 days,10.64%,Fall by -30.0%,10.64%,
2000-12-31,0.575,2001-03-31,0.625,2000-06-30-2000-09-30,0.5-0.7875,Sell,64 days,-8.7%,Fall by 20.0%,1.94%,
2001-06-30,0.5375,2001-12-31,0.5,1999-03-31-2000-09-30,0.425-0.7875,Sell,130 days,6.98%,Fall by -120.0%,8.92%,
2008-09-30,6.7625,2008-09-30,6.7625,2002-03-31-2007-06-30,0.4375-12.2475,Sell,0 days,-0.0%,Fall by 0%,8.92%,
2011-06-30,9.255,2012-03-31,10.55,2009-03-31-2011-03-31,3.125-10.685,Sell,196 days,-13.99%,Fall by -177.73%,-5.07%,
2016-03-31,46.5,2016-12-31,43.58,2009-03-31-2015-12-31,3.125-54.0,Sell,196 days,6.28%,Fall by -3.63%,1.21%,
2021-06-30,44.63,2021-09-30,42.65,2020-03-31-2021-06-30,23.34-54.09,Sell,66 days,4.44%,Fall by 23.8%,5.64%,
2021-12-31,40.01,2022-03-31,37.57,2009-03-31-2021-06-30,3.125-54.09,Sell,64 days,6.1%,Fall by -137.61%,11.74%,
2022-12-31,48.52,2025-09-30,79.41,2020-03-31-2021-06-30,23.34-54.09,Buy,716 days,63.66%,Rise by 0.25%,75.41%,
2024-12-31,71.19,2025-03-31,68.24,2022-06-30-2024-09-30,30.54-98.0,Sell,64 days,4.14%,Fall by -16.66%,79.55%,
2025-11-03,79.61,2025-11-03,79.61,2021-06-30-2022-06-30,39.43-43.8,Sell,0 days,-0.0%,Fall by 0%,79.55%,
