Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-03-17,49.28,2021-03-17,49.28,2021-01-08-2021-02-23,46.31-47.3,Sell,0 days,-0.0%,Fall by 0%,0.0%,
2021-05-11,51.35,2023-03-16,51.7,2021-02-23-2021-05-03,45.4-54.09,Buy,482 days,0.68%,Rise by 19.01%,0.68%,
2021-05-21,47.32,2023-03-14,52.8,2020-11-04-2021-05-03,44.0-54.09,Buy,472 days,11.58%,Rise by 16.53%,12.26%,
2021-06-16,45.1,2021-06-22,44.34,2021-02-23-2021-05-03,45.4-54.09,Sell,4 days,1.69%,Fall by 5.03%,13.95%,
2021-06-17,44.23,2021-06-22,44.34,2020-11-04-2021-05-03,44.0-54.09,Sell,3 days,-0.25%,Fall by 5.03%,13.7%,
2021-07-16,43.04,2021-07-21,43.25,2021-05-03-2021-06-18,44.29-52.3,Sell,3 days,-0.49%,Fall by 2.13%,13.21%,
2021-08-10,43.59,2021-08-25,43.48,2021-05-03-2021-07-19,42.78-52.3,Sell,11 days,0.25%,Fall by 2.83%,13.46%,
2021-08-18,43.68,2021-08-25,43.48,2021-01-08-2021-07-19,42.78-47.3,Sell,5 days,0.46%,Fall by 2.83%,13.92%,
2021-11-01,44.24,2021-11-04,45.71,2021-07-09-2021-10-05,40.73-45.06,Sell,3 days,-3.32%,Fall by 11.57%,10.6%,
2021-11-04,45.71,2022-11-21,46.89,2021-10-05-2021-10-25,39.95-46.51,Buy,272 days,2.58%,Rise by 7.46%,13.18%,
2021-12-15,39.38,2021-12-22,39.58,2021-10-05-2021-10-25,39.95-46.51,Sell,5 days,-0.51%,Fall by 1.34%,12.67%,
2022-01-20,40.29,2022-01-20,40.29,2021-09-23-2021-12-20,39.0-44.23,Sell,0 days,-0.0%,Fall by 0%,12.67%,
2022-03-07,37.95,2022-03-10,39.24,2021-12-20-2022-02-10,38.58-42.04,Sell,3 days,-3.4%,Fall by 6.5%,9.27%,
2022-04-27,35.13,2022-04-29,35.5,2021-10-25-2022-04-07,37.05-45.86,Sell,2 days,-1.05%,Fall by 11.38%,8.22%,
2022-05-25,35.13,2022-05-25,35.13,2022-01-13-2022-04-07,37.05-40.85,Sell,0 days,-0.0%,Fall by 0%,8.22%,
2022-06-09,35.35,2022-06-09,35.35,2022-02-10-2022-05-12,34.85-41.46,Sell,0 days,-0.0%,Fall by 0%,8.22%,
2022-07-15,32.82,2022-07-15,32.82,2022-02-10-2022-06-24,31.8-41.46,Sell,0 days,-0.0%,Fall by 0%,8.22%,
2022-08-09,37.06,2022-08-09,37.06,2021-02-02-2022-06-24,31.8-47.95,Sell,0 days,-0.0%,Fall by 0%,8.22%,
2022-08-23,40.39,2022-09-22,39.08,2021-05-03-2022-06-24,31.8-52.3,Sell,22 days,3.24%,Fall by -2.33%,11.46%,
2022-08-24,41.18,2022-09-20,41.0,2021-12-20-2022-02-10,38.58-42.04,Buy,19 days,-0.44%,Rise by 22.9%,11.03%,
2022-09-23,37.85,2022-10-28,42.0,2021-12-20-2022-09-15,38.58-42.41,Sell,25 days,-10.96%,Fall by -13.21%,0.06%,
2022-09-27,38.04,2022-11-18,46.62,2022-06-24-2022-09-15,30.54-42.41,Buy,38 days,22.56%,Rise by 8.09%,22.62%,
2022-11-07,41.27,2023-05-16,58.88,2021-12-20-2022-09-15,38.58-42.41,Buy,136 days,42.67%,Rise by 14.33%,65.29%,
2023-01-18,48.19,2023-03-16,51.7,2022-06-24-2023-01-09,30.54-50.93,Buy,41 days,7.28%,Rise by 19.01%,72.57%,
2023-02-10,48.62,2023-02-17,47.95,2022-12-13-2023-01-16,47.5-49.43,Sell,5 days,1.38%,Fall by -3.98%,73.95%,
2023-03-20,51.61,2023-11-22,80.07,2023-02-24-2023-03-09,46.02-55.67,Buy,177 days,55.14%,Rise by 3.4%,129.09%,
2023-03-29,49.93,2023-05-26,60.08,2020-11-04-2023-03-09,44.0-55.67,Buy,42 days,20.33%,Rise by 12.05%,149.42%,
