Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2023-03-26,116.92,2023-04-09,109.69,2022-09-18-2023-01-01,86.06-117.59,Sell,9 days,6.18%,Fall by -14.01%,6.18%
2023-04-23,115.5,2023-08-27,125.79,2023-01-01-2023-02-19,81.91-144.63,Buy,89 days,8.91%,Rise by 16.54%,15.09%
2023-06-25,124.73,2023-07-16,143.34,2023-01-01-2023-02-19,81.91-144.63,Sell,14 days,-14.92%,Fall by 11.85%,0.17%
2023-08-13,133.68,2023-08-20,125.06,2023-01-01-2023-08-06,81.91-154.95,Sell,4 days,6.45%,Fall by 8.77%,6.62%
2023-09-10,145.82,2023-09-24,132.2,2023-02-19-2023-05-21,112.34-109.81,Sell,9 days,9.34%,Fall by 10.63%,15.96%
2023-10-22,116.49,2023-11-12,118.15,2021-02-14-2023-01-01,86.06-191.5,Sell,14 days,-1.43%,Fall by -22.28%,14.54%
2024-01-21,139.93,2024-03-03,159.72,2023-08-06-2023-10-29,123.17-137.62,Sell,29 days,-14.14%,Fall by 9.55%,0.39%
2024-05-12,146.32,2024-07-28,140.1,2023-01-01-2024-03-24,81.91-170.1,Sell,54 days,4.25%,Fall by 15.95%,4.64%
2024-06-09,146.66,2024-08-25,116.85,2023-01-01-2023-08-06,81.91-154.95,Buy,54 days,-20.33%,Rise by 17.54%,-15.68%
2024-12-15,130.95,2025-02-16,161.42,2024-03-24-2024-08-11,131.45-160.6,Sell,44 days,-23.27%,Fall by 33.92%,-38.95%
2025-01-05,135.71,2025-01-05,135.71,2023-01-01-2024-03-24,81.91-170.1,Buy,0 days,0.0%,Rise by 0%,-38.95%
2025-03-02,138.87,2025-03-09,134.39,2023-01-01-2025-02-16,81.91-163.93,Sell,4 days,3.23%,Fall by 9.95%,-35.72%
2025-04-06,106.66,2025-04-27,122.51,2024-08-11-2025-02-16,110.38-163.93,Sell,14 days,-14.86%,Fall by 1.22%,-50.58%
2025-04-27,122.51,2025-04-27,122.51,2023-01-01-2025-02-16,81.91-163.93,Buy,0 days,0.0%,Rise by 0%,-50.58%
2025-07-13,135.35,2025-08-03,128.02,2025-02-16-2025-04-13,123.295-132.79,Sell,14 days,5.42%,Fall by 1.16%,-45.17%
2025-08-24,129.92,2025-08-24,129.92,2024-08-11-2025-02-16,110.38-163.93,Buy,0 days,0.0%,Rise by 0%,-45.17%
