Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-01-13,58.87,2022-03-01,46.65,33 days,2021-11-15/52.9,-20.76%,-20.76%,Rise by 0.17%,-20.76%,
Buy,2023-11-28,25.62,2024-07-10,41.27,161 days,2023-09-05/25.06,61.09%,61.09%,Rise by 10.11%,40.33%,
Buy,2024-09-20,48.69,2025-04-08,38.58,142 days,2024-07-12/47.66,-20.76%,-20.76%,Rise by -10.06%,19.56%,
Buy,2025-05-28,67.8,2025-05-28,67.8,0 days,2025-03-03/67.47,0.00%,0.00%,Rise by 0%,19.56%,
