Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-04-13 - 2020-04-17,4 days,2020-04-24,58.32,2020-05-05,56.76,7 days,2.7%,Fall by 6.02%,2.7%,
Buy,2020-05-08 - 2020-05-13,3 days,2020-05-15,54.81,2020-05-28,59.23,9 days,8.1%,Rise by 14.63%,10.7%,
Sell,2020-06-02 - 2020-06-03,1 days,2020-06-10,61.21,2020-06-16,59.34,4 days,3.1%,Fall by 9.85%,13.8%,
Sell,2020-07-23 - 2020-07-24,1 days,2020-07-30,60.73,2020-08-19,59.85,14 days,1.4%,Fall by 3.56%,15.2%,
Buy,2020-08-20 - 2020-08-27,5 days,2020-08-31,59.25,2020-10-07,62.35,27 days,5.2%,Rise by 9.28%,20.5%,
Sell,2020-10-09 - 2020-10-12,1 days,2020-10-21,63.67,2020-10-30,62.38,7 days,2.0%,Fall by 4.54%,22.5%,
Sell,2020-10-26 - 2020-10-27,1 days,2020-10-30,62.38,2020-11-03,64.67,2 days,-3.7%,Fall by 2.56%,18.8%,
Buy,2020-12-07 - 2020-12-10,3 days,2020-12-14,61.92,2021-04-06,65.02,81 days,5.0%,Rise by 3.52%,23.8%,
Buy,2020-12-14 - 2020-12-21,5 days,2020-12-28,61.48,2021-04-05,64.68,70 days,5.2%,Rise by 4.26%,29.0%,
Sell,2020-12-31 - 2021-01-04,2 days,2021-01-11,61.75,2021-01-25,64.1,10 days,-3.8%,Fall by 5.49%,25.2%,
Buy,2021-02-26 - 2021-03-03,3 days,2021-03-05,59.68,2021-03-15,63.21,6 days,5.9%,Rise by 13.47%,31.2%,
Sell,2021-04-15 - 2021-04-16,1 days,2021-04-23,66.58,2021-04-29,66.2,4 days,0.6%,Fall by 3.35%,31.7%,
Buy,2021-05-07 - 2021-05-12,3 days,2021-05-14,65.91,2021-08-20,69.93,70 days,6.1%,Rise by 0.82%,37.8%,
Buy,2021-06-01 - 2021-06-03,2 days,2021-06-09,65.53,2021-08-16,69.1,48 days,5.4%,Rise by 6.93%,43.3%,
Sell,2021-06-15 - 2021-06-16,1 days,2021-06-21,64.43,2021-06-22,64.04,1 days,0.6%,Fall by 1.35%,43.9%,
Buy,2021-06-24 - 2021-06-30,4 days,2021-07-02,64.02,2021-08-05,67.49,24 days,5.4%,Rise by 9.45%,49.3%,
Sell,2021-08-13 - 2021-08-16,1 days,2021-08-24,68.58,2021-08-26,68.54,2 days,0.1%,Fall by 7.32%,49.4%,
Sell,2021-10-22 - 2021-10-26,2 days,2021-11-04,66.59,2021-11-09,66.56,3 days,0.0%,Fall by 1.23%,49.4%,
Sell,2021-12-15 - 2021-12-16,1 days,2022-01-04,70.65,2022-01-10,69.95,4 days,1.0%,Fall by 5.79%,50.4%,
Sell,2022-03-07 - 2022-03-08,1 days,2022-03-21,70.81,2022-03-25,72.78,4 days,-2.8%,Fall by 0.4%,47.6%,
Sell,2022-03-30 - 2022-04-01,2 days,2022-04-12,76.2,2022-04-13,76.05,1 days,0.2%,Fall by 7.44%,47.8%,
Sell,2022-08-16 - 2022-08-19,3 days,2022-08-24,76.42,2022-09-02,74.6,7 days,2.4%,Fall by 12.59%,50.2%,
Sell,2022-08-19 - 2022-09-12,16 days,2022-09-15,74.75,2022-09-28,69.59,9 days,6.9%,Fall by 12.9%,57.1%,
Buy,2022-10-12 - 2022-10-13,1 days,2022-11-04,67.09,2022-11-23,70.53,13 days,5.1%,Rise by 8.32%,62.2%,
Sell,2022-11-01 - 2022-11-02,1 days,2022-11-08,66.27,2022-11-10,68.85,2 days,-3.9%,Fall by -5.07%,58.3%,
Sell,2022-11-25 - 2022-12-01,4 days,2022-12-09,70.83,2022-12-13,72.67,2 days,-2.6%,Fall by 6.27%,55.7%,
Sell,2022-12-01 - 2022-12-13,8 days,2022-12-16,70.48,2023-01-23,69.25,26 days,1.7%,Fall by 5.8%,57.5%,
Sell,2023-01-11 - 2023-01-12,1 days,2023-01-19,68.82,2023-01-30,68.58,7 days,0.3%,Fall by 3.53%,57.8%,
Buy,2023-01-20 - 2023-02-03,10 days,2023-02-10,67.71,2023-09-27,60.13,163 days,-11.2%,Rise by -0.13%,46.6%,
Sell,2023-04-10 - 2023-04-12,2 days,2023-04-27,69.08,2023-04-28,68.98,1 days,0.1%,Fall by 6.86%,46.8%,
Buy,2023-05-25 - 2023-05-26,1 days,2023-06-05,65.43,2023-09-28,58.83,83 days,-10.1%,Rise by 4.63%,36.7%,
Sell,2023-07-24 - 2023-07-26,2 days,2023-07-31,67.07,2023-08-07,63.98,5 days,4.6%,Fall by 8.04%,41.3%,
Buy,2023-08-17 - 2023-09-05,13 days,2023-09-07,62.63,2023-10-02,56.19,17 days,-10.3%,Rise by -10.28%,31.0%,
Sell,2023-11-03 - 2023-11-15,8 days,2023-11-20,62.1,2023-12-06,63.67,12 days,-2.5%,Fall by -0.32%,28.5%,
Sell,2023-12-13 - 2023-12-14,1 days,2023-12-19,63.59,2023-12-22,62.62,3 days,1.5%,Fall by 5.72%,30.0%,
Buy,2023-12-22 - 2024-01-18,19 days,2024-01-23,60.78,2024-05-15,72.53,81 days,19.3%,Rise by 5.41%,49.3%,
Buy,2024-01-24 - 2024-02-13,14 days,2024-02-27,61.89,2024-05-09,71.34,52 days,15.3%,Rise by 17.74%,64.6%,
Sell,2024-03-11 - 2024-03-13,2 days,2024-03-18,63.23,2024-03-27,65.2,7 days,-3.1%,Fall by 0.73%,61.5%,
Sell,2024-04-01 - 2024-04-04,3 days,2024-04-15,63.61,2024-04-19,65.43,4 days,-2.9%,Fall by -6.38%,58.6%,
Sell,2024-05-09 - 2024-05-13,2 days,2024-05-20,72.22,2024-05-24,71.5,4 days,1.0%,Fall by 6.3%,59.6%,
Sell,2024-08-01 - 2024-08-02,1 days,2024-08-09,73.61,2024-08-26,75.91,11 days,-3.1%,Fall by -6.72%,56.5%,
Sell,2024-09-16 - 2024-09-17,1 days,2024-09-26,79.63,2024-10-08,79.48,8 days,0.2%,Fall by 3.05%,56.7%,
Sell,2024-10-02 - 2024-10-03,1 days,2024-10-08,79.48,2024-10-10,78.56,2 days,1.2%,Fall by 2.87%,57.8%,
Sell,2024-10-03 - 2024-10-17,10 days,2024-10-28,81.01,2024-10-31,79.91,3 days,1.4%,Fall by 7.55%,59.2%,
Sell,2024-11-21 - 2024-11-22,1 days,2024-12-02,81.15,2024-12-05,80.69,3 days,0.6%,Fall by 7.71%,59.8%,
Buy,2024-12-16 - 2024-12-18,2 days,2024-12-23,76.06,2025-01-21,80.05,21 days,5.2%,Rise by 5.25%,65.0%,
Sell,2025-02-20 - 2025-02-21,1 days,2025-02-28,79.22,2025-03-07,77.29,5 days,2.4%,Fall by 7.74%,67.5%,
Sell,2025-04-02 - 2025-04-03,1 days,2025-04-08,73.09,2025-04-09,75.97,1 days,-3.9%,Fall by -9.93%,63.5%,
Sell,2025-04-30 - 2025-05-01,1 days,2025-05-09,80.24,2025-05-19,82.53,6 days,-2.9%,Fall by -0.14%,60.7%,
Sell,2025-05-20 - 2025-06-03,10 days,2025-06-18,80.56,2025-07-14,82.78,18 days,-2.8%,Fall by -2.56%,57.9%,
Sell,2025-07-22 - 2025-07-23,1 days,2025-07-28,83.62,2025-08-01,85.8,4 days,-2.6%,Fall by 1.2%,55.3%,
Sell,2025-08-04 - 2025-08-05,1 days,2025-08-12,86.28,2025-08-14,85.87,2 days,0.5%,Fall by 4.24%,55.8%,
Sell,2025-10-15 - 2025-10-16,1 days,2025-10-22,90.4,2025-10-22,90.4,0 days,-0.0%,Fall by 1.44%,55.8%,
