Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2016-02-14,63.8,2016-09-04,70.96,2016-01-24,Buy,29 Weeks,11.22%,Rise by 15.94%,11.22%,Absolute Extrema Case
2016-02-14,63.8,2016-09-04,70.96,2016-02-07,Buy,29 Weeks,11.22%,Rise by 15.94%,22.45%,Normal Case
2016-02-21,65.71,2016-09-04,70.96,2016-01-31,Buy,28 Weeks,7.99%,Rise by 12.57%,30.43%,Normal Case
2016-02-28,68.15,2016-09-04,70.96,2015-12-20,Buy,27 Weeks,4.12%,Rise by 8.54%,34.56%,Local Extrema Case
2016-04-17,67.92,2016-09-04,70.96,2016-04-10,Buy,20 Weeks,4.48%,Rise by 8.91%,39.03%,Normal Case
2016-05-01,70.09,2016-09-04,70.96,2016-04-24,Buy,18 Weeks,1.24%,Rise by 5.54%,40.28%,Normal Case
2016-05-08,69.22,2016-09-04,70.96,2016-05-01,Buy,17 Weeks,2.51%,Rise by 6.86%,42.79%,Normal Case
2016-06-12,66.49,2016-09-04,70.96,2016-06-05,Buy,12 Weeks,6.72%,Rise by 11.25%,49.51%,Normal Case
2016-08-28,72.8,2017-01-01,82.68,2016-08-21,Buy,18 Weeks,13.57%,Rise by 18.2%,63.08%,Normal Case
2016-11-06,69.61,2017-03-05,86.79,2016-10-30,Buy,17 Weeks,24.68%,Rise by 28.37%,87.76%,Normal Case
2016-11-20,77.14,2017-03-05,86.79,2016-11-13,Buy,15 Weeks,12.51%,Rise by 15.84%,100.27%,Normal Case
2016-12-04,79.2,2017-03-05,86.79,2016-11-27,Buy,13 Weeks,9.58%,Rise by 12.83%,109.86%,Normal Case
2017-03-26,93.5,2017-06-18,104.5,2017-03-19,Buy,12 Weeks,11.76%,Rise by 17.71%,121.62%,Normal Case
2017-04-02,94.18,2017-06-18,104.5,2017-03-26,Buy,11 Weeks,10.96%,Rise by 16.86%,132.58%,Normal Case
2017-04-16,91.55,2017-06-18,104.5,2015-11-15,Buy,9 Weeks,14.15%,Rise by 20.22%,146.72%,Tangent Case
2017-04-16,91.55,2017-06-18,104.5,2017-04-09,Buy,9 Weeks,14.15%,Rise by 20.22%,160.87%,Normal Case
2017-05-21,102.82,2017-08-27,100.66,2017-05-14,Buy,14 Weeks,-2.1%,Rise by 2.14%,158.77%,Normal Case
2017-07-09,100.35,2018-02-18,138.5,2017-07-02,Buy,32 Weeks,38.02%,Rise by 46.63%,196.79%,Normal Case
2017-08-27,100.66,2018-02-18,138.5,2017-08-20,Buy,25 Weeks,37.59%,Rise by 46.18%,234.38%,Normal Case
2017-09-24,107.88,2018-02-18,138.5,2017-09-17,Buy,21 Weeks,28.38%,Rise by 36.39%,262.76%,Normal Case
2017-10-01,110.26,2018-02-18,138.5,2017-09-24,Buy,20 Weeks,25.61%,Rise by 33.45%,288.37%,Normal Case
2017-10-29,118.87,2018-02-18,138.5,2017-10-22,Buy,16 Weeks,16.51%,Rise by 23.78%,304.89%,Normal Case
2017-11-19,125.48,2018-02-18,138.5,2017-11-12,Buy,13 Weeks,10.38%,Rise by 17.26%,315.26%,Normal Case
2017-12-10,129.32,2018-02-18,138.5,2017-12-03,Buy,10 Weeks,7.1%,Rise by 13.78%,322.36%,Normal Case
2017-12-31,135.73,2018-06-03,138.34,2017-12-24,Buy,22 Weeks,1.92%,Rise by 3.01%,324.28%,Normal Case
2018-03-25,133.76,2018-06-03,138.34,2015-11-29,Buy,10 Weeks,3.42%,Rise by 4.53%,327.71%,Tangent Case
2018-04-29,137.42,2018-10-14,117.49,2018-04-22,Buy,24 Weeks,-14.5%,Rise by -12.56%,313.21%,Normal Case
2018-08-26,123.11,2019-03-17,122.32,2018-08-12,Buy,29 Weeks,-0.64%,Rise by -12.55%,312.56%,Normal Case
2018-09-16,130.43,2019-03-17,122.32,2018-09-02,Buy,26 Weeks,-6.22%,Rise by -10.27%,306.35%,Normal Case
2018-11-04,120.93,2019-03-17,122.32,2018-10-28,Buy,19 Weeks,1.15%,Rise by -14.93%,307.5%,Normal Case
2018-11-11,117.04,2019-03-17,122.32,2018-10-21,Buy,18 Weeks,4.51%,Rise by 10.08%,312.01%,Normal Case
2018-11-18,118.65,2019-03-17,122.32,2018-11-11,Buy,17 Weeks,3.09%,Rise by 8.59%,315.1%,Normal Case
2019-06-09,132.52,2020-01-12,145.39,2019-03-17,Buy,31 Weeks,9.71%,Rise by 15.25%,324.81%,Local Extrema Case
2019-06-09,132.52,2020-01-12,145.39,2019-06-02,Buy,31 Weeks,9.71%,Rise by 15.25%,334.52%,Normal Case
2019-08-04,135.98,2020-01-12,145.39,2019-07-28,Buy,23 Weeks,6.92%,Rise by -11.19%,341.44%,Normal Case
2019-12-08,142.29,2020-05-17,79.76,2019-12-01,Buy,23 Weeks,-43.95%,Rise by -12.85%,297.5%,Normal Case
2020-02-09,144.07,2020-05-17,79.76,2020-01-26,Buy,14 Weeks,-44.64%,Rise by -45.27%,252.86%,Normal Case
2020-03-29,78.85,2020-06-21,89.68,2020-03-22,Buy,12 Weeks,13.73%,Rise by 36.92%,266.6%,Normal Case
2020-05-31,88.5,2020-10-04,95.25,2020-05-24,Buy,18 Weeks,7.63%,Rise by 20.07%,274.22%,Normal Case
2020-06-14,92.26,2020-10-04,95.25,2020-06-07,Buy,16 Weeks,3.24%,Rise by 15.17%,277.46%,Normal Case
2020-07-19,91.48,2020-10-04,95.25,2020-07-12,Buy,11 Weeks,4.12%,Rise by 48.24%,281.58%,Normal Case
2020-07-26,87.5,2020-10-04,95.25,2020-07-19,Buy,10 Weeks,8.86%,Rise by 54.98%,290.44%,Normal Case
2020-08-16,96.01,2020-11-29,128.35,2020-08-09,Buy,15 Weeks,33.68%,Rise by 41.25%,324.13%,Normal Case
2020-09-06,104.82,2020-11-29,128.35,2020-08-30,Buy,12 Weeks,22.45%,Rise by -11.39%,346.57%,Normal Case
2020-09-20,99.88,2020-11-29,128.35,2020-09-13,Buy,10 Weeks,28.5%,Rise by 35.77%,375.08%,Normal Case
2020-11-08,103.89,2021-03-14,150.2,2020-11-01,Buy,18 Weeks,44.58%,Rise by 46.58%,419.65%,Normal Case
2020-11-15,120.0,2021-03-14,150.2,2020-10-25,Buy,17 Weeks,25.17%,Rise by 26.9%,444.82%,Normal Case
2020-11-29,128.35,2021-03-14,150.2,2020-11-22,Buy,15 Weeks,17.02%,Rise by 18.64%,461.84%,Normal Case
2021-02-21,136.28,2021-08-15,134.38,2021-02-14,Buy,25 Weeks,-1.39%,Rise by 7.12%,460.45%,Normal Case
2021-02-28,148.07,2021-08-15,134.38,2021-02-21,Buy,24 Weeks,-9.25%,Rise by -1.41%,451.2%,Normal Case
2021-03-07,146.92,2021-08-15,134.38,2021-02-28,Buy,23 Weeks,-8.54%,Rise by -0.64%,442.67%,Normal Case
2021-05-09,146.69,2021-08-15,134.38,2021-04-25,Buy,14 Weeks,-8.39%,Rise by -0.48%,434.28%,Normal Case
2021-06-06,142.06,2021-08-15,134.38,2021-05-30,Buy,10 Weeks,-5.41%,Rise by 2.76%,428.87%,Normal Case
2021-09-12,135.64,2021-11-21,154.92,2021-09-05,Buy,10 Weeks,14.21%,Rise by 23.57%,443.09%,Normal Case
2021-09-19,143.9,2021-11-21,154.92,2021-09-12,Buy,9 Weeks,7.66%,Rise by 16.48%,450.74%,Normal Case
