Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2023-05-30 - 2023-05-31,1 days,2023-06-15,43.36,2023-07-13,45.64,20 days,5.3%,Rise by 14.07%,66.4%,
Sell,2023-06-13 - 2023-06-15,2 days,2023-06-21,42.66,2023-06-26,44.42,3 days,-4.1%,Fall by -2.32%,62.2%,
Sell,2023-07-13 - 2023-07-14,1 days,2023-07-21,47.23,2023-07-25,47.17,2 days,0.1%,Fall by 7.58%,62.4%,
Sell,2023-08-31 - 2023-09-01,1 days,2023-09-07,46.27,2023-09-11,48.94,2 days,-5.8%,Fall by 4.32%,56.6%,
Buy,2023-09-26 - 2023-10-05,7 days,2023-10-09,45.45,2023-10-26,40.62,13 days,-10.6%,Rise by -10.63%,46.0%,
Sell,2023-12-11 - 2023-12-12,1 days,2023-12-21,61.46,2023-12-27,63.28,4 days,-3.0%,Fall by -23.17%,43.0%,
Sell,2023-12-15 - 2023-12-28,9 days,2024-01-03,58.25,2024-01-04,57.8,1 days,0.8%,Fall by -29.96%,43.8%,
Sell,2024-01-29 - 2024-01-30,1 days,2024-02-12,69.12,2024-02-14,79.15,2 days,-14.5%,Fall by -9.52%,29.3%,
Buy,2024-05-01 - 2024-05-08,5 days,2024-05-22,65.48,2024-06-06,68.9,11 days,5.2%,Rise by 11.71%,34.5%,
Sell,2024-05-08 - 2024-05-13,3 days,2024-05-20,64.65,2024-05-24,64.26,4 days,0.6%,Fall by 9.54%,35.1%,
Buy,2024-05-28 - 2024-05-29,1 days,2024-06-04,64.55,2024-06-06,68.9,2 days,6.7%,Rise by 15.1%,41.8%,
Sell,2024-07-15 - 2024-07-16,1 days,2024-07-19,67.31,2024-07-31,64.47,8 days,4.2%,Fall by -1.16%,46.0%,
Sell,2024-08-14 - 2024-08-15,1 days,2024-08-22,73.31,2024-08-29,72.24,5 days,1.5%,Fall by 7.12%,47.5%,
Buy,2024-11-14 - 2024-11-18,2 days,2024-11-22,71.51,2024-12-11,61.18,13 days,-14.4%,Rise by -14.45%,33.1%,
Buy,2024-12-16 - 2024-12-17,1 days,2024-12-23,61.87,2025-01-06,66.31,10 days,7.2%,Rise by 31.71%,40.2%,
Buy,2025-01-31 - 2025-02-05,3 days,2025-02-07,74.6,2025-02-10,78.63,1 days,5.4%,Rise by 2.56%,45.6%,
Sell,2025-02-20 - 2025-02-21,1 days,2025-03-10,73.06,2025-03-14,71.55,4 days,2.1%,Fall by 11.55%,47.7%,
Sell,2025-05-02 - 2025-05-05,1 days,2025-05-08,82.3,2025-05-12,88.1,2 days,-7.0%,Fall by -0.28%,40.7%,
Sell,2025-05-14 - 2025-05-16,2 days,2025-05-22,88.0,2025-06-02,83.64,7 days,5.0%,Fall by 1.24%,45.6%,
Buy,2025-06-04 - 2025-06-18,10 days,2025-06-24,91.65,2025-06-24,91.65,0 days,0.0%,Rise by 5.61%,45.6%,
Sell,2025-07-08 - 2025-07-09,1 days,2025-07-14,93.89,2025-07-17,90.5,3 days,3.6%,Fall by 7.43%,49.2%,
Sell,2025-08-19 - 2025-08-22,3 days,2025-09-05,90.99,2025-09-08,94.36,1 days,-3.7%,Fall by -6.06%,45.5%,
Sell,2025-09-16 - 2025-09-22,4 days,2025-09-25,97.6,2025-10-03,96.6,6 days,1.0%,Fall by 1.13%,46.5%,
Buy,2025-10-13 - 2025-10-16,3 days,2025-10-20,93.7,2025-10-20,93.7,0 days,0.0%,Rise by 2.99%,46.5%,
